id,dest_year,income,income_id,age,age_id,type,type_id,returns,exempt,agi
346,2013,'$25000 under $50000',3,'26 under 35',2,'inflow',3,2285,5286,81695
347,2013,'$50000 under $75000',4,'26 under 35',2,'inflow',3,1049,2908,63373
348,2013,'$75000 under $100000',5,'26 under 35',2,'inflow',3,484,1459,41515
349,2013,'$100000 under $200000',6,'26 under 35',2,'inflow',3,333,1036,42832
350,2013,'$200000 or more',7,'26 under 35',2,'inflow',3,47,141,16180
351,2013,'$1 under $10000',1,'35 under 45',3,'inflow',3,344,719,2028
352,2013,'$10000 under $25000',2,'35 under 45',3,'inflow',3,866,2239,15193
353,2013,'$25000 under $50000',3,'35 under 45',3,'inflow',3,1017,2791,37593
354,2013,'$50000 under $75000',4,'35 under 45',3,'inflow',3,699,2396,42981
355,2013,'$75000 under $100000',5,'35 under 45',3,'inflow',3,474,1746,40882
356,2013,'$100000 under $200000',6,'35 under 45',3,'inflow',3,563,2152,74885
357,2013,'$200000 or more',7,'35 under 45',3,'inflow',3,136,530,49671
358,2013,'$1 under $10000',1,'45 under 55',4,'inflow',3,316,498,1747
359,2013,'$10000 under $25000',2,'45 under 55',4,'inflow',3,589,1042,10299
360,2013,'$25000 under $50000',3,'45 under 55',4,'inflow',3,752,1524,27513
361,2013,'$50000 under $75000',4,'45 under 55',4,'inflow',3,491,1187,30270
362,2013,'$75000 under $100000',5,'45 under 55',4,'inflow',3,315,844,27038
363,2013,'$100000 under $200000',6,'45 under 55',4,'inflow',3,504,1509,68390
364,2013,'$200000 or more',7,'45 under 55',4,'inflow',3,179,563,255656
365,2013,'$1 under $10000',1,'55 under 65',5,'inflow',3,276,375,1467
366,2013,'$10000 under $25000',2,'55 under 65',5,'inflow',3,530,829,9077
367,2013,'$25000 under $50000',3,'55 under 65',5,'inflow',3,587,996,21663
368,2013,'$50000 under $75000',4,'55 under 65',5,'inflow',3,497,870,30773
369,2013,'$75000 under $100000',5,'55 under 65',5,'inflow',3,354,698,30690
370,2013,'$100000 under $200000',6,'55 under 65',5,'inflow',3,517,1117,70489
371,2013,'$200000 or more',7,'55 under 65',5,'inflow',3,213,478,131041
372,2013,'$1 under $10000',1,'65 and over',6,'inflow',3,420,593,2375
373,2013,'$10000 under $25000',2,'65 and over',6,'inflow',3,772,1079,13111
374,2013,'$25000 under $50000',3,'65 and over',6,'inflow',3,599,898,21935
375,2013,'$50000 under $75000',4,'65 and over',6,'inflow',3,442,696,27365
376,2013,'$75000 under $100000',5,'65 and over',6,'inflow',3,290,509,25028
377,2013,'$100000 under $200000',6,'65 and over',6,'inflow',3,408,781,55129
378,2013,'$200000 or more',7,'65 and over',6,'inflow',3,134,255,76437
379,2013,'$1 under $10000',1,'under 26',1,'same-state',4,1105,1592,6832
380,2013,'$10000 under $25000',2,'under 26',1,'same-state',4,2551,4283,43313
381,2013,'$25000 under $50000',3,'under 26',1,'same-state',4,1323,3110,44047
382,2013,'$50000 under $75000',4,'under 26',1,'same-state',4,153,354,9060
383,2013,'$75000 under $100000',5,'under 26',1,'same-state',4,41,96,3430
384,2013,'$100000 under $200000',6,'under 26',1,'same-state',4,13,26,4405
385,2013,'$200000 or more',7,'under 26',1,'same-state',4,0,0,0
386,2013,'$1 under $10000',1,'26 under 35',2,'same-state',4,786,1484,4611
387,2013,'$10000 under $25000',2,'26 under 35',2,'same-state',4,1775,3872,31242
388,2013,'$25000 under $50000',3,'26 under 35',2,'same-state',4,1992,5164,70618
389,2013,'$50000 under $75000',4,'26 under 35',2,'same-state',4,666,2071,40114
390,2013,'$75000 under $100000',5,'26 under 35',2,'same-state',4,239,805,20289
391,2013,'$100000 under $200000',6,'26 under 35',2,'same-state',4,124,425,16164
392,2013,'$200000 or more',7,'26 under 35',2,'same-state',4,0,0,0
393,2013,'$1 under $10000',1,'35 under 45',3,'same-state',4,314,681,1824
394,2013,'$10000 under $25000',2,'35 under 45',3,'same-state',4,784,2016,13693
395,2013,'$25000 under $50000',3,'35 under 45',3,'same-state',4,961,2707,34697
396,2013,'$50000 under $75000',4,'35 under 45',3,'same-state',4,498,1733,30270
397,2013,'$75000 under $100000',5,'35 under 45',3,'same-state',4,251,1011,21644
398,2013,'$100000 under $200000',6,'35 under 45',3,'same-state',4,196,836,25134
399,2013,'$200000 or more',7,'35 under 45',3,'same-state',4,24,110,9326
400,2013,'$1 under $10000',1,'45 under 55',4,'same-state',4,229,352,1332
401,2013,'$10000 under $25000',2,'45 under 55',4,'same-state',4,515,958,9050
402,2013,'$25000 under $50000',3,'45 under 55',4,'same-state',4,679,1454,24575
403,2013,'$50000 under $75000',4,'45 under 55',4,'same-state',4,340,863,20798
404,2013,'$75000 under $100000',5,'45 under 55',4,'same-state',4,176,489,15186
405,2013,'$100000 under $200000',6,'45 under 55',4,'same-state',4,172,519,22248
406,2013,'$200000 or more',7,'45 under 55',4,'same-state',4,37,117,13841
407,2013,'$1 under $10000',1,'55 under 65',5,'same-state',4,163,227,986
408,2013,'$10000 under $25000',2,'55 under 65',5,'same-state',4,335,531,5878
409,2013,'$25000 under $50000',3,'55 under 65',5,'same-state',4,408,725,14896
410,2013,'$50000 under $75000',4,'55 under 65',5,'same-state',4,229,443,14221
411,2013,'$75000 under $100000',5,'55 under 65',5,'same-state',4,192,391,16611
412,2013,'$100000 under $200000',6,'55 under 65',5,'same-state',4,170,367,22749
413,2013,'$200000 or more',7,'55 under 65',5,'same-state',4,41,86,16048
414,2013,'$1 under $10000',1,'65 and over',6,'same-state',4,270,343,1477
415,2013,'$10000 under $25000',2,'65 and over',6,'same-state',4,359,544,5940
416,2013,'$25000 under $50000',3,'65 and over',6,'same-state',4,311,474,11150
417,2013,'$50000 under $75000',4,'65 and over',6,'same-state',4,178,297,10813
418,2013,'$75000 under $100000',5,'65 and over',6,'same-state',4,102,181,8700
419,2013,'$100000 under $200000',6,'65 and over',6,'same-state',4,100,174,13025
420,2013,'$200000 or more',7,'65 and over',6,'same-state',4,21,38,14013
421,2014,'$1 under $10000',1,'under 26',1,'total',0,10724,14863,68641
422,2014,'$10000 under $25000',2,'under 26',1,'total',0,31278,51542,540471
423,2014,'$25000 under $50000',3,'under 26',1,'total',0,18769,49636,630319
424,2014,'$50000 under $75000',4,'under 26',1,'total',0,2830,7364,167898
425,2014,'$75000 under $100000',5,'under 26',1,'total',0,601,1345,50895
426,2014,'$100000 under $200000',6,'under 26',1,'total',0,242,577,31876
427,2014,'$200000 or more',7,'under 26',1,'total',0,32,71,18857
428,2014,'$1 under $10000',1,'26 under 35',2,'total',0,9060,16219,54753
429,2014,'$10000 under $25000',2,'26 under 35',2,'total',0,27251,57257,487594
430,2014,'$25000 under $50000',3,'26 under 35',2,'total',0,35808,91259,1283990
431,2014,'$50000 under $75000',4,'26 under 35',2,'total',0,16351,51461,997283
432,2014,'$75000 under $100000',5,'26 under 35',2,'total',0,6949,23101,593628
433,2014,'$100000 under $200000',6,'26 under 35',2,'total',0,4340,14706,548095
434,2014,'$200000 or more',7,'26 under 35',2,'total',0,511,1804,188338
435,2014,'$1 under $10000',1,'35 under 45',3,'total',0,5127,10648,30307
436,2014,'$10000 under $25000',2,'35 under 45',3,'total',0,16823,43343,301513
437,2014,'$25000 under $50000',3,'35 under 45',3,'total',0,28555,85996,1046811
438,2014,'$50000 under $75000',4,'35 under 45',3,'total',0,19788,73168,1222591
439,2014,'$75000 under $100000',5,'35 under 45',3,'total',0,12769,50960,1102778
440,2014,'$100000 under $200000',6,'35 under 45',3,'total',0,12952,52535,1685845
441,2014,'$200000 or more',7,'35 under 45',3,'total',0,2984,13069,1228264
442,2014,'$1 under $10000',1,'45 under 55',4,'total',0,5304,8854,30268
443,2014,'$10000 under $25000',2,'45 under 55',4,'total',0,15202,30858,273485
444,2014,'$25000 under $50000',3,'45 under 55',4,'total',0,26442,61418,975053
445,2014,'$50000 under $75000',4,'45 under 55',4,'total',0,18969,52280,1173790
446,2014,'$75000 under $100000',5,'45 under 55',4,'total',0,12828,38789,1110043
447,2014,'$100000 under $200000',6,'45 under 55',4,'total',0,15602,51006,2063701
448,2014,'$200000 or more',7,'45 under 55',4,'total',0,4395,15461,2027298
449,2014,'$1 under $10000',1,'55 under 65',5,'total',0,6610,9550,35580
450,2014,'$10000 under $25000',2,'55 under 65',5,'total',0,14825,24263,264198
451,2014,'$25000 under $50000',3,'55 under 65',5,'total',0,24786,44453,918984
452,2014,'$50000 under $75000',4,'55 under 65',5,'total',0,18946,38217,1171657
453,2014,'$75000 under $100000',5,'55 under 65',5,'total',0,12745,27467,1103173
454,2014,'$100000 under $200000',6,'55 under 65',5,'total',0,14578,33104,1927541
455,2014,'$200000 or more',7,'55 under 65',5,'total',0,4275,9899,1994128
456,2014,'$1 under $10000',1,'65 and over',6,'total',0,13899,19965,73550
457,2014,'$10000 under $25000',2,'65 and over',6,'total',0,25075,38065,424662
458,2014,'$25000 under $50000',3,'65 and over',6,'total',0,23714,39562,861583
459,2014,'$50000 under $75000',4,'65 and over',6,'total',0,16172,28127,997429
460,2014,'$75000 under $100000',5,'65 and over',6,'total',0,10621,20022,918571
461,2014,'$100000 under $200000',6,'65 and over',6,'total',0,10921,21192,1438881
462,2014,'$200000 or more',7,'65 and over',6,'total',0,3042,5878,1545982
463,2014,'$1 under $10000',1,'under 26',1,'non-migrant',1,8503,11858,54725
464,2014,'$10000 under $25000',2,'under 26',1,'non-migrant',1,26137,43490,452428
465,2014,'$25000 under $50000',3,'under 26',1,'non-migrant',1,16189,44183,544769
466,2014,'$50000 under $75000',4,'under 26',1,'non-migrant',1,2437,6554,144501
467,2014,'$75000 under $100000',5,'under 26',1,'non-migrant',1,517,1187,43558
468,2014,'$100000 under $200000',6,'under 26',1,'non-migrant',1,209,495,26407
469,2014,'$200000 or more',7,'under 26',1,'non-migrant',1,32,71,18857
470,2014,'$1 under $10000',1,'26 under 35',2,'non-migrant',1,7563,13456,45908
471,2014,'$10000 under $25000',2,'26 under 35',2,'non-migrant',1,23602,49706,423539
472,2014,'$25000 under $50000',3,'26 under 35',2,'non-migrant',1,31650,81272,1135214
473,2014,'$50000 under $75000',4,'26 under 35',2,'non-migrant',1,14640,46557,893688
474,2014,'$75000 under $100000',5,'26 under 35',2,'non-migrant',1,6253,20899,533692
475,2014,'$100000 under $200000',6,'26 under 35',2,'non-migrant',1,3851,13139,486369
476,2014,'$200000 or more',7,'26 under 35',2,'non-migrant',1,455,1625,167699
477,2014,'$1 under $10000',1,'35 under 45',3,'non-migrant',1,4490,9351,26500
478,2014,'$10000 under $25000',2,'35 under 45',3,'non-migrant',1,15283,39608,274673
479,2014,'$25000 under $50000',3,'35 under 45',3,'non-migrant',1,26616,80466,976012
480,2014,'$50000 under $75000',4,'35 under 45',3,'non-migrant',1,18664,69287,1153452
481,2014,'$75000 under $100000',5,'35 under 45',3,'non-migrant',1,12095,48346,1044661
482,2014,'$100000 under $200000',6,'35 under 45',3,'non-migrant',1,12233,49645,1590879
483,2014,'$200000 or more',7,'35 under 45',3,'non-migrant',1,2813,12383,1165100
484,2014,'$1 under $10000',1,'45 under 55',4,'non-migrant',1,4826,8131,27506
485,2014,'$10000 under $25000',2,'45 under 55',4,'non-migrant',1,14163,28910,255489
486,2014,'$25000 under $50000',3,'45 under 55',4,'non-migrant',1,25134,58672,927467
487,2014,'$50000 under $75000',4,'45 under 55',4,'non-migrant',1,18176,50383,1124832
488,2014,'$75000 under $100000',5,'45 under 55',4,'non-migrant',1,12336,37492,1067430
489,2014,'$100000 under $200000',6,'45 under 55',4,'non-migrant',1,14913,48868,1970294
490,2014,'$200000 or more',7,'45 under 55',4,'non-migrant',1,4183,14781,1944874
491,2014,'$1 under $10000',1,'55 under 65',5,'non-migrant',1,6191,8967,33368
492,2014,'$10000 under $25000',2,'55 under 65',5,'non-migrant',1,14062,23052,250790
493,2014,'$25000 under $50000',3,'55 under 65',5,'non-migrant',1,23817,42880,883500
494,2014,'$50000 under $75000',4,'55 under 65',5,'non-migrant',1,18297,37018,1131727
495,2014,'$75000 under $100000',5,'55 under 65',5,'non-migrant',1,12269,26546,1061923
496,2014,'$100000 under $200000',6,'55 under 65',5,'non-migrant',1,13842,31513,1828407
497,2014,'$200000 or more',7,'55 under 65',5,'non-migrant',1,4012,9321,1895479
498,2014,'$1 under $10000',1,'65 and over',6,'non-migrant',1,13298,19184,70304
499,2014,'$10000 under $25000',2,'65 and over',6,'non-migrant',1,24083,36670,407903
500,2014,'$25000 under $50000',3,'65 and over',6,'non-migrant',1,22787,38131,827771
501,2014,'$50000 under $75000',4,'65 and over',6,'non-migrant',1,15521,27092,957146
502,2014,'$75000 under $100000',5,'65 and over',6,'non-migrant',1,10192,19270,881266
503,2014,'$100000 under $200000',6,'65 and over',6,'non-migrant',1,10432,20280,1373458
504,2014,'$200000 or more',7,'65 and over',6,'non-migrant',1,2864,5539,1466375
505,2014,'$1 under $10000',1,'under 26',1,'outflow',2,1203,1630,7629
506,2014,'$10000 under $25000',2,'under 26',1,'outflow',2,2703,4101,46317
507,2014,'$25000 under $50000',3,'under 26',1,'outflow',2,1352,2563,44634
508,2014,'$50000 under $75000',4,'under 26',1,'outflow',2,224,409,13566
509,2014,'$75000 under $100000',5,'under 26',1,'outflow',2,58,108,4913
510,2014,'$100000 under $200000',6,'under 26',1,'outflow',2,31,57,4331
511,2014,'$200000 or more',7,'under 26',1,'outflow',2,0,0,0
512,2014,'$1 under $10000',1,'26 under 35',2,'outflow',2,929,1627,5601
513,2014,'$10000 under $25000',2,'26 under 35',2,'outflow',2,2071,4126,35752
514,2014,'$25000 under $50000',3,'26 under 35',2,'outflow',2,2185,5010,78113
515,2014,'$50000 under $75000',4,'26 under 35',2,'outflow',2,891,2436,54406
516,2014,'$75000 under $100000',5,'26 under 35',2,'outflow',2,375,1107,32044
517,2014,'$100000 under $200000',6,'26 under 35',2,'outflow',2,268,785,33935
518,2014,'$200000 or more',7,'26 under 35',2,'outflow',2,45,119,21300
519,2014,'$1 under $10000',1,'35 under 45',3,'outflow',2,309,645,1842
520,2014,'$10000 under $25000',2,'35 under 45',3,'outflow',2,705,1732,12240
521,2014,'$25000 under $50000',3,'35 under 45',3,'outflow',2,902,2460,32968
522,2014,'$50000 under $75000',4,'35 under 45',3,'outflow',2,573,1944,35419
523,2014,'$75000 under $100000',5,'35 under 45',3,'outflow',2,400,1411,34651
524,2014,'$100000 under $200000',6,'35 under 45',3,'outflow',2,382,1428,49634
525,2014,'$200000 or more',7,'35 under 45',3,'outflow',2,98,408,33839
526,2014,'$1 under $10000',1,'45 under 55',4,'outflow',2,235,365,1249
527,2014,'$10000 under $25000',2,'45 under 55',4,'outflow',2,530,920,8873
528,2014,'$25000 under $50000',3,'45 under 55',4,'outflow',2,615,1274,22309
529,2014,'$50000 under $75000',4,'45 under 55',4,'outflow',2,430,1055,26743
530,2014,'$75000 under $100000',5,'45 under 55',4,'outflow',2,269,682,23250
531,2014,'$100000 under $200000',6,'45 under 55',4,'outflow',2,409,1213,54671
532,2014,'$200000 or more',7,'45 under 55',4,'outflow',2,120,397,53067
533,2014,'$1 under $10000',1,'55 under 65',5,'outflow',2,208,300,1141
534,2014,'$10000 under $25000',2,'55 under 65',5,'outflow',2,411,639,6952
535,2014,'$25000 under $50000',3,'55 under 65',5,'outflow',2,436,740,15688
536,2014,'$50000 under $75000',4,'55 under 65',5,'outflow',2,326,575,20083
537,2014,'$75000 under $100000',5,'55 under 65',5,'outflow',2,203,409,17509
538,2014,'$100000 under $200000',6,'55 under 65',5,'outflow',2,291,591,38601
539,2014,'$200000 or more',7,'55 under 65',5,'outflow',2,99,227,37725
540,2014,'$1 under $10000',1,'65 and over',6,'outflow',2,289,364,1606
541,2014,'$10000 under $25000',2,'65 and over',6,'outflow',2,517,751,8481
542,2014,'$25000 under $50000',3,'65 and over',6,'outflow',2,455,681,16579
543,2014,'$50000 under $75000',4,'65 and over',6,'outflow',2,276,438,17168
544,2014,'$75000 under $100000',5,'65 and over',6,'outflow',2,183,327,15835
545,2014,'$100000 under $200000',6,'65 and over',6,'outflow',2,207,378,27153
546,2014,'$200000 or more',7,'65 and over',6,'outflow',2,66,120,32809
547,2014,'$1 under $10000',1,'under 26',1,'inflow',3,1174,1545,7266
548,2014,'$10000 under $25000',2,'under 26',1,'inflow',3,2508,3804,42942
549,2014,'$25000 under $50000',3,'under 26',1,'inflow',3,1270,2395,42052
550,2014,'$50000 under $75000',4,'under 26',1,'inflow',3,217,423,13058
551,2014,'$75000 under $100000',5,'under 26',1,'inflow',3,58,101,4919
552,2014,'$100000 under $200000',6,'under 26',1,'inflow',3,33,82,5468
553,2014,'$200000 or more',7,'under 26',1,'inflow',3,0,0,0
554,2014,'$1 under $10000',1,'26 under 35',2,'inflow',3,825,1464,4718
555,2014,'$10000 under $25000',2,'26 under 35',2,'inflow',3,1842,3638,32209
556,2014,'$25000 under $50000',3,'26 under 35',2,'inflow',3,2215,5119,79648
557,2014,'$50000 under $75000',4,'26 under 35',2,'inflow',3,1018,2796,61784
558,2014,'$75000 under $100000',5,'26 under 35',2,'inflow',3,457,1431,39486
559,2014,'$100000 under $200000',6,'26 under 35',2,'inflow',3,367,1165,46605
560,2014,'$200000 or more',7,'26 under 35',2,'inflow',3,43,140,15799
561,2014,'$1 under $10000',1,'35 under 45',3,'inflow',3,371,763,2158
562,2014,'$10000 under $25000',2,'35 under 45',3,'inflow',3,780,1905,13474
563,2014,'$25000 under $50000',3,'35 under 45',3,'inflow',3,953,2736,35562
564,2014,'$50000 under $75000',4,'35 under 45',3,'inflow',3,686,2333,42200
565,2014,'$75000 under $100000',5,'35 under 45',3,'inflow',3,433,1635,37374
566,2014,'$100000 under $200000',6,'35 under 45',3,'inflow',3,527,2096,70063
567,2014,'$200000 or more',7,'35 under 45',3,'inflow',3,140,559,53380
568,2014,'$1 under $10000',1,'45 under 55',4,'inflow',3,277,421,1631
569,2014,'$10000 under $25000',2,'45 under 55',4,'inflow',3,533,975,9027
570,2014,'$25000 under $50000',3,'45 under 55',4,'inflow',3,671,1397,24651
571,2014,'$50000 under $75000',4,'45 under 55',4,'inflow',3,463,1077,28633
572,2014,'$75000 under $100000',5,'45 under 55',4,'inflow',3,315,843,27308
573,2014,'$100000 under $200000',6,'45 under 55',4,'inflow',3,514,1600,70033
574,2014,'$200000 or more',7,'45 under 55',4,'inflow',3,169,539,66284
575,2014,'$1 under $10000',1,'55 under 65',5,'inflow',3,247,350,1281
576,2014,'$10000 under $25000',2,'55 under 65',5,'inflow',3,431,660,7494
577,2014,'$25000 under $50000',3,'55 under 65',5,'inflow',3,558,882,20604
578,2014,'$50000 under $75000',4,'55 under 65',5,'inflow',3,404,713,24802
579,2014,'$75000 under $100000',5,'55 under 65',5,'inflow',3,329,619,28608
580,2014,'$100000 under $200000',6,'55 under 65',5,'inflow',3,569,1209,77383
581,2014,'$200000 or more',7,'55 under 65',5,'inflow',3,221,492,82353
582,2014,'$1 under $10000',1,'65 and over',6,'inflow',3,370,484,1971
583,2014,'$10000 under $25000',2,'65 and over',6,'inflow',3,644,892,10870
584,2014,'$25000 under $50000',3,'65 and over',6,'inflow',3,611,924,22300
585,2014,'$50000 under $75000',4,'65 and over',6,'inflow',3,469,732,29049
586,2014,'$75000 under $100000',5,'65 and over',6,'inflow',3,330,567,28609
587,2014,'$100000 under $200000',6,'65 and over',6,'inflow',3,390,734,52214
588,2014,'$200000 or more',7,'65 and over',6,'inflow',3,146,280,62669
589,2014,'$1 under $10000',1,'under 26',1,'same-state',4,1047,1460,6650
590,2014,'$10000 under $25000',2,'under 26',1,'same-state',4,2633,4248,45100
591,2014,'$25000 under $50000',3,'under 26',1,'same-state',4,1310,3058,43497
592,2014,'$50000 under $75000',4,'under 26',1,'same-state',4,176,387,10338
593,2014,'$75000 under $100000',5,'under 26',1,'same-state',4,26,57,2417
594,2014,'$100000 under $200000',6,'under 26',1,'same-state',4,0,0,0
595,2014,'$200000 or more',7,'under 26',1,'same-state',4,0,0,0
596,2014,'$1 under $10000',1,'26 under 35',2,'same-state',4,672,1299,4126
597,2014,'$10000 under $25000',2,'26 under 35',2,'same-state',4,1807,3913,31845
598,2014,'$25000 under $50000',3,'26 under 35',2,'same-state',4,1943,4868,69127
599,2014,'$50000 under $75000',4,'26 under 35',2,'same-state',4,693,2108,41810
600,2014,'$75000 under $100000',5,'26 under 35',2,'same-state',4,239,771,20449
601,2014,'$100000 under $200000',6,'26 under 35',2,'same-state',4,122,402,15120
602,2014,'$200000 or more',7,'26 under 35',2,'same-state',4,13,39,4839
603,2014,'$1 under $10000',1,'35 under 45',3,'same-state',4,266,534,1648
604,2014,'$10000 under $25000',2,'35 under 45',3,'same-state',4,760,1830,13365
605,2014,'$25000 under $50000',3,'35 under 45',3,'same-state',4,986,2794,35236
606,2014,'$50000 under $75000',4,'35 under 45',3,'same-state',4,438,1548,26938
607,2014,'$75000 under $100000',5,'35 under 45',3,'same-state',4,241,979,20742
608,2014,'$100000 under $200000',6,'35 under 45',3,'same-state',4,192,794,24902
609,2014,'$200000 or more',7,'35 under 45',3,'same-state',4,31,127,9784
610,2014,'$1 under $10000',1,'45 under 55',4,'same-state',4,201,302,1131
611,2014,'$10000 under $25000',2,'45 under 55',4,'same-state',4,506,973,8968
612,2014,'$25000 under $50000',3,'45 under 55',4,'same-state',4,637,1349,22934
613,2014,'$50000 under $75000',4,'45 under 55',4,'same-state',4,330,820,20324
614,2014,'$75000 under $100000',5,'45 under 55',4,'same-state',4,177,454,15304
615,2014,'$100000 under $200000',6,'45 under 55',4,'same-state',4,175,538,23373
616,2014,'$200000 or more',7,'45 under 55',4,'same-state',4,43,141,16139
617,2014,'$1 under $10000',1,'55 under 65',5,'same-state',4,172,233,930
618,2014,'$10000 under $25000',2,'55 under 65',5,'same-state',4,332,551,5913
619,2014,'$25000 under $50000',3,'55 under 65',5,'same-state',4,411,691,14879
620,2014,'$50000 under $75000',4,'55 under 65',5,'same-state',4,245,486,15126
621,2014,'$75000 under $100000',5,'55 under 65',5,'same-state',4,147,302,12640
622,2014,'$100000 under $200000',6,'55 under 65',5,'same-state',4,167,382,21750
623,2014,'$200000 or more',7,'55 under 65',5,'same-state',4,42,86,16295
624,2014,'$1 under $10000',1,'65 and over',6,'same-state',4,231,297,1274
625,2014,'$10000 under $25000',2,'65 and over',6,'same-state',4,348,503,5888
626,2014,'$25000 under $50000',3,'65 and over',6,'same-state',4,316,507,11511
627,2014,'$50000 under $75000',4,'65 and over',6,'same-state',4,182,303,11233
628,2014,'$75000 under $100000',5,'65 and over',6,'same-state',4,99,185,8695
629,2014,'$100000 under $200000',6,'65 and over',6,'same-state',4,99,178,13207
630,2014,'$200000 or more',7,'65 and over',6,'same-state',4,32,59,16937
631,2015,'$1 under $10000',1,'under 26',1,'total',0,10105,13941,64343
632,2015,'$10000 under $25000',2,'under 26',1,'total',0,31695,49925,550505
633,2015,'$25000 under $50000',3,'under 26',1,'total',0,20356,51970,688410
634,2015,'$50000 under $75000',4,'under 26',1,'total',0,3246,8700,192666
635,2015,'$75000 under $100000',5,'under 26',1,'total',0,709,1589,60139
636,2015,'$100000 under $200000',6,'under 26',1,'total',0,314,720,41690
637,2015,'$200000 or more',7,'under 26',1,'total',0,46,96,17515
638,2015,'$1 under $10000',1,'26 under 35',2,'total',0,8390,14915,50244
639,2015,'$10000 under $25000',2,'26 under 35',2,'total',0,26801,54367,480087
640,2015,'$25000 under $50000',3,'26 under 35',2,'total',0,35949,89253,1289495
641,2015,'$50000 under $75000',4,'26 under 35',2,'total',0,16606,51318,1012225
642,2015,'$75000 under $100000',5,'26 under 35',2,'total',0,7271,23957,622827
643,2015,'$100000 under $200000',6,'26 under 35',2,'total',0,4857,16208,614214
644,2015,'$200000 or more',7,'26 under 35',2,'total',0,568,2016,213635
645,2015,'$1 under $10000',1,'35 under 45',3,'total',0,4832,9940,28630
646,2015,'$10000 under $25000',2,'35 under 45',3,'total',0,16087,40823,289388
647,2015,'$25000 under $50000',3,'35 under 45',3,'total',0,28576,85116,1048928
648,2015,'$50000 under $75000',4,'35 under 45',3,'total',0,19685,72010,1216301
649,2015,'$75000 under $100000',5,'35 under 45',3,'total',0,13178,52252,1139178
650,2015,'$100000 under $200000',6,'35 under 45',3,'total',0,13754,55824,1795669
651,2015,'$200000 or more',7,'35 under 45',3,'total',0,3370,14752,1331750
652,2015,'$1 under $10000',1,'45 under 55',4,'total',0,4706,7729,26671
653,2015,'$10000 under $25000',2,'45 under 55',4,'total',0,14408,28379,259234
654,2015,'$25000 under $50000',3,'45 under 55',4,'total',0,25573,58671,943110
655,2015,'$50000 under $75000',4,'45 under 55',4,'total',0,18454,50490,1139945
656,2015,'$75000 under $100000',5,'45 under 55',4,'total',0,12896,38640,1116942
657,2015,'$100000 under $200000',6,'45 under 55',4,'total',0,16311,52919,2168753
658,2015,'$200000 or more',7,'45 under 55',4,'total',0,4869,17124,2290878
659,2015,'$1 under $10000',1,'55 under 65',5,'total',0,6225,8991,33015
660,2015,'$10000 under $25000',2,'55 under 65',5,'total',0,14799,23773,262942
661,2015,'$25000 under $50000',3,'55 under 65',5,'total',0,24487,43394,907619
662,2015,'$50000 under $75000',4,'55 under 65',5,'total',0,18962,37917,1171737
663,2015,'$75000 under $100000',5,'55 under 65',5,'total',0,13033,27869,1128995
664,2015,'$100000 under $200000',6,'55 under 65',5,'total',0,15435,34890,2048627
665,2015,'$200000 or more',7,'55 under 65',5,'total',0,4731,10926,2373726
666,2015,'$1 under $10000',1,'65 and over',6,'total',0,14026,20086,73344
667,2015,'$10000 under $25000',2,'65 and over',6,'total',0,24580,37031,416393
668,2015,'$25000 under $50000',3,'65 and over',6,'total',0,24415,40392,887172
669,2015,'$50000 under $75000',4,'65 and over',6,'total',0,17140,29416,1058872
670,2015,'$75000 under $100000',5,'65 and over',6,'total',0,11650,21763,1008514
671,2015,'$100000 under $200000',6,'65 and over',6,'total',0,12656,24312,1673084
672,2015,'$200000 or more',7,'65 and over',6,'total',0,3684,7056,1812930
673,2015,'$1 under $10000',1,'under 26',1,'non-migrant',1,8335,11483,53134
674,2015,'$10000 under $25000',2,'under 26',1,'non-migrant',1,27267,43353,474914
675,2015,'$25000 under $50000',3,'under 26',1,'non-migrant',1,18065,47071,612106
676,2015,'$50000 under $75000',4,'under 26',1,'non-migrant',1,2902,8032,172306
677,2015,'$75000 under $100000',5,'under 26',1,'non-migrant',1,624,1417,52949
678,2015,'$100000 under $200000',6,'under 26',1,'non-migrant',1,273,639,34441
679,2015,'$200000 or more',7,'under 26',1,'non-migrant',1,46,96,17515
680,2015,'$1 under $10000',1,'26 under 35',2,'non-migrant',1,7154,12690,42910
681,2015,'$10000 under $25000',2,'26 under 35',2,'non-migrant',1,23904,48741,429658
682,2015,'$25000 under $50000',3,'26 under 35',2,'non-migrant',1,32934,82544,1182947
683,2015,'$50000 under $75000',4,'26 under 35',2,'non-migrant',1,15503,48375,945799
684,2015,'$75000 under $100000',5,'26 under 35',2,'non-migrant',1,6816,22631,583732
685,2015,'$100000 under $200000',6,'26 under 35',2,'non-migrant',1,4496,15091,567903
686,2015,'$200000 or more',7,'26 under 35',2,'non-migrant',1,519,1871,190649
687,2015,'$1 under $10000',1,'35 under 45',3,'non-migrant',1,4334,8971,25770
688,2015,'$10000 under $25000',2,'35 under 45',3,'non-migrant',1,14997,38129,270368
689,2015,'$25000 under $50000',3,'35 under 45',3,'non-migrant',1,27256,81627,1001090
690,2015,'$50000 under $75000',4,'35 under 45',3,'non-migrant',1,18962,69608,1172421
691,2015,'$75000 under $100000',5,'35 under 45',3,'non-migrant',1,12748,50708,1101953
692,2015,'$100000 under $200000',6,'35 under 45',3,'non-migrant',1,13277,54016,1732777
