YEAR,MULTYEAR,SAMPLE,SERIAL,CBSERIAL,HHWT,CLUSTER,STATEFIP,STRATA,GQ,PERNUM,PERWT,RELATE,RELATED,AGE,MIGRATE1,MIGRATE1D,MIGPLAC1
2021,2017,202103,1975563,2.017E+12,21,2.02102E+12,16,130016,1,1,21,1,101,41,2,24,16
2021,2017,202103,1975580,2.017E+12,27,2.02102E+12,16,110016,1,1,26,1,101,22,4,40,429
2021,2017,202103,1975580,2.017E+12,27,2.02102E+12,16,110016,1,2,27,2,201,22,2,23,16
2021,2017,202103,1975587,2.017E+12,17,2.02102E+12,16,20016,1,1,17,1,101,61,1,10,0
2021,2017,202103,1975587,2.017E+12,17,2.02102E+12,16,20016,1,2,28,3,301,28,1,10,0
2021,2017,202103,1975587,2.017E+12,17,2.02102E+12,16,20016,1,3,29,3,301,26,1,10,0
2021,2017,202103,1975587,2.017E+12,17,2.02102E+12,16,20016,1,4,42,4,401,26,1,10,0
2021,2017,202103,1975587,2.017E+12,17,2.02102E+12,16,20016,1,5,33,4,401,24,2,23,16
2021,2017,202103,1975593,2.017E+12,26,2.02102E+12,16,70216,1,1,25,1,101,50,2,23,16
2021,2017,202103,1975593,2.017E+12,26,2.02102E+12,16,70216,1,2,34,11,1114,50,1,10,0
2021,2017,202103,1975608,2.017E+12,2,2.02102E+12,16,50016,1,1,2,1,101,80,1,10,0
2021,2017,202103,1975608,2.017E+12,2,2.02102E+12,16,50016,1,2,2,2,201,81,1,10,0
2021,2017,202103,1975608,2.017E+12,2,2.02102E+12,16,50016,1,3,3,9,901,16,2,23,16
2021,2017,202103,1975613,2.017E+12,17,2.02102E+12,16,40016,1,1,17,1,101,83,2,23,16
2021,2017,202103,1975619,2.017E+12,59,2.02102E+12,16,20016,1,1,59,1,101,32,2,23,16
2021,2017,202103,1975619,2.017E+12,59,2.02102E+12,16,20016,1,2,47,2,201,32,2,23,16
2021,2017,202103,1975619,2.017E+12,59,2.02102E+12,16,20016,1,3,31,3,301,8,2,23,16
2021,2017,202103,1975619,2.017E+12,59,2.02102E+12,16,20016,1,4,31,3,301,5,2,23,16
2021,2017,202103,1975619,2.017E+12,59,2.02102E+12,16,20016,1,5,119,3,301,2,2,23,16
2021,2017,202103,1975636,2.017E+12,13,2.02102E+12,16,20016,1,1,13,1,101,39,2,23,16
2021,2017,202103,1975636,2.017E+12,13,2.02102E+12,16,20016,1,2,15,2,201,32,2,23,16
2021,2017,202103,1975636,2.017E+12,13,2.02102E+12,16,20016,1,3,12,3,301,16,2,23,16
2021,2017,202103,1975636,2.017E+12,13,2.02102E+12,16,20016,1,4,11,3,301,4,2,23,16
2021,2017,202103,1975643,2.017E+12,7,2.02102E+12,16,130016,1,1,7,1,101,26,2,23,16
2021,2017,202103,1975643,2.017E+12,7,2.02102E+12,16,130016,1,2,5,3,301,7,2,23,16
2021,2017,202103,1975643,2.017E+12,7,2.02102E+12,16,130016,1,3,6,3,301,1,2,23,16
2021,2017,202103,1975643,2.017E+12,7,2.02102E+12,16,130016,1,4,6,3,303,9,1,10,0
2021,2017,202103,1975643,2.017E+12,7,2.02102E+12,16,130016,1,5,6,3,303,7,1,10,0
2021,2017,202103,1975643,2.017E+12,7,2.02102E+12,16,130016,1,6,4,11,1114,34,1,10,0
2021,2017,202103,1975661,2.017E+12,84,2.02102E+12,16,70116,1,1,85,1,101,44,2,23,16
2021,2017,202103,1975661,2.017E+12,84,2.02102E+12,16,70116,1,2,43,2,201,49,2,23,16
2021,2017,202103,1975661,2.017E+12,84,2.02102E+12,16,70116,1,3,70,3,301,13,2,23,16
2021,2017,202103,1975661,2.017E+12,84,2.02102E+12,16,70116,1,4,81,3,301,11,2,23,16
2021,2017,202103,1975669,2.017E+12,2,2.02102E+12,16,30016,1,1,2,1,101,31,2,23,16
2021,2017,202103,1975669,2.017E+12,2,2.02102E+12,16,30016,1,2,4,2,201,31,1,10,0
2021,2017,202103,1975669,2.017E+12,2,2.02102E+12,16,30016,1,3,1,3,301,6,2,23,16
2021,2017,202103,1975669,2.017E+12,2,2.02102E+12,16,30016,1,4,2,3,301,4,2,23,16
2021,2017,202103,1975678,2.017E+12,15,2.02102E+12,16,130016,1,1,15,1,101,20,2,23,16
2021,2017,202103,1975678,2.017E+12,15,2.02102E+12,16,130016,1,2,14,2,201,19,2,23,16
2021,2017,202103,1975706,2.017E+12,30,2.02102E+12,16,130016,1,1,30,1,101,20,2,24,16
2021,2017,202103,1975706,2.017E+12,30,2.02102E+12,16,130016,1,2,15,11,1114,22,1,10,0
2021,2017,202103,1975709,2.017E+12,17,2.02102E+12,16,110016,1,1,18,1,101,66,2,23,16
2021,2017,202103,1975712,2.017E+12,16,2.02102E+12,16,130016,1,1,16,1,101,27,2,23,16
2021,2017,202103,1975712,2.017E+12,16,2.02102E+12,16,130016,1,2,14,2,201,25,2,23,16
2021,2017,202103,1975712,2.017E+12,16,2.02102E+12,16,130016,1,3,16,3,301,0,0,0,0
2021,2017,202103,1975719,2.017E+12,40,2.02102E+12,16,50016,1,1,40,1,101,56,1,10,0
2021,2017,202103,1975719,2.017E+12,40,2.02102E+12,16,50016,1,2,41,2,201,53,2,24,16
2021,2017,202103,1975719,2.017E+12,40,2.02102E+12,16,50016,1,3,46,3,303,22,2,23,16
2021,2017,202103,1975741,2.017E+12,8,2.02102E+12,16,10016,1,1,8,1,101,30,1,10,0
2021,2017,202103,1975741,2.017E+12,8,2.02102E+12,16,10016,1,2,12,2,201,35,1,10,0
2021,2017,202103,1975741,2.017E+12,8,2.02102E+12,16,10016,1,3,13,3,301,10,1,10,0
2021,2017,202103,1975741,2.017E+12,8,2.02102E+12,16,10016,1,4,8,3,301,5,1,10,0
2021,2017,202103,1975741,2.017E+12,8,2.02102E+12,16,10016,1,5,8,3,301,1,1,10,0
2021,2017,202103,1975741,2.017E+12,8,2.02102E+12,16,10016,1,6,35,7,701,25,2,23,16
2021,2017,202103,1975744,2.017E+12,18,2.02102E+12,16,10016,1,1,18,1,101,23,2,23,16
2021,2017,202103,1975744,2.017E+12,18,2.02102E+12,16,10016,1,2,16,11,1115,23,2,23,16
2021,2017,202103,1975744,2.017E+12,18,2.02102E+12,16,10016,1,3,16,11,1115,23,2,23,16
2021,2017,202103,1975760,2.017E+12,12,2.02102E+12,16,70116,1,1,12,1,101,57,2,23,16
2021,2017,202103,1975760,2.017E+12,12,2.02102E+12,16,70116,1,2,12,2,201,59,2,23,16
2021,2017,202103,1975760,2.017E+12,12,2.02102E+12,16,70116,1,3,33,3,301,33,2,23,16
2021,2017,202103,1975760,2.017E+12,12,2.02102E+12,16,70116,1,4,32,3,301,28,2,23,16
2021,2017,202103,1975760,2.017E+12,12,2.02102E+12,16,70116,1,5,26,3,301,25,2,23,16
2021,2017,202103,1975776,2.017E+12,26,2.02102E+12,16,70216,1,1,25,1,101,47,2,23,16
2021,2017,202103,1975776,2.017E+12,26,2.02102E+12,16,70216,1,2,42,3,301,20,2,24,16
2021,2017,202103,1975788,2.017E+12,18,2.02102E+12,16,70216,1,1,18,1,101,22,2,24,16
2021,2017,202103,1975788,2.017E+12,18,2.02102E+12,16,70216,1,2,14,11,1114,23,2,24,16
2021,2017,202103,1975804,2.017E+12,31,2.02102E+12,16,100016,1,1,31,1,101,60,1,10,0
2021,2017,202103,1975804,2.017E+12,31,2.02102E+12,16,100016,1,2,50,2,201,61,1,10,0
2021,2017,202103,1975804,2.017E+12,31,2.02102E+12,16,100016,1,3,34,3,301,30,2,24,16
2021,2017,202103,1975829,2.017E+12,21,2.02102E+12,16,120016,1,1,20,1,101,29,2,23,16
2021,2017,202103,1975829,2.017E+12,21,2.02102E+12,16,120016,1,2,28,7,701,30,3,32,17
2021,2017,202103,1975840,2.017E+12,23,2.02102E+12,16,80016,1,1,23,1,101,29,2,23,16
2021,2017,202103,1975842,2.017E+12,6,2.02102E+12,16,30016,1,1,6,1,101,81,1,10,0
2021,2017,202103,1975842,2.017E+12,6,2.02102E+12,16,30016,1,2,7,2,201,81,2,23,16
2021,2017,202103,1975846,2.017E+12,44,2.02102E+12,16,20016,1,1,45,1,101,36,2,23,16
2021,2017,202103,1975846,2.017E+12,44,2.02102E+12,16,20016,1,2,40,2,201,33,2,23,16
2021,2017,202103,1975846,2.017E+12,44,2.02102E+12,16,20016,1,3,40,3,301,5,2,23,16
2021,2017,202103,1975846,2.017E+12,44,2.02102E+12,16,20016,1,4,50,3,301,3,2,23,16
2021,2017,202103,1975855,2.017E+12,45,2.02102E+12,16,130016,1,1,45,1,101,20,2,23,16
2021,2017,202103,1975864,2.017E+12,4,2.02102E+12,16,50016,1,1,3,1,101,34,2,23,16
2021,2017,202103,1975864,2.017E+12,4,2.02102E+12,16,50016,1,2,4,2,201,36,2,23,16
2021,2017,202103,1975864,2.017E+12,4,2.02102E+12,16,50016,1,3,3,3,301,11,2,23,16
2021,2017,202103,1975864,2.017E+12,4,2.02102E+12,16,50016,1,4,4,3,301,9,2,23,16
2021,2017,202103,1975864,2.017E+12,4,2.02102E+12,16,50016,1,5,4,3,301,6,2,23,16
2021,2017,202103,1975864,2.017E+12,4,2.02102E+12,16,50016,1,6,5,3,301,1,2,23,16
2021,2017,202103,1975866,2.017E+12,4,2.02102E+12,16,40016,1,1,4,1,101,24,1,10,0
2021,2017,202103,1975866,2.017E+12,4,2.02102E+12,16,40016,1,2,3,2,201,24,1,10,0
2021,2017,202103,1975866,2.017E+12,4,2.02102E+12,16,40016,1,3,6,7,701,18,2,23,16
2021,2017,202103,1975866,2.017E+12,4,2.02102E+12,16,40016,1,4,6,8,801,20,2,23,16
2021,2017,202103,1975878,2.017E+12,11,2.02102E+12,16,90016,1,1,11,1,101,59,1,10,0
2021,2017,202103,1975878,2.017E+12,11,2.02102E+12,16,90016,1,2,15,9,901,18,2,24,16
2021,2017,202103,1975878,2.017E+12,11,2.02102E+12,16,90016,1,3,23,12,1260,58,3,31,41
2021,2017,202103,1975886,2.017E+12,4,2.02102E+12,16,110016,1,1,4,1,101,28,3,31,56
2021,2017,202103,1975886,2.017E+12,4,2.02102E+12,16,110016,1,2,13,12,1260,30,2,23,16
2021,2017,202103,1975886,2.017E+12,4,2.02102E+12,16,110016,1,3,14,11,1115,28,3,31,53
2021,2017,202103,1975886,2.017E+12,4,2.02102E+12,16,110016,1,4,3,11,1114,31,1,10,0
2021,2017,202103,1975893,2.017E+12,17,2.02102E+12,16,130016,1,1,16,1,101,31,2,23,16
2021,2017,202103,1975893,2.017E+12,17,2.02102E+12,16,130016,1,2,20,2,201,24,2,23,16
2021,2017,202103,1975899,2.017E+12,8,2.02102E+12,16,20016,1,1,8,1,101,64,2,23,16
2021,2017,202103,1975916,2.017E+12,13,2.02102E+12,16,80016,1,1,12,1,101,47,2,23,16
2021,2017,202103,1975925,2.017E+12,36,2.02102E+12,16,90016,1,1,36,1,101,29,2,24,16
2021,2017,202103,1975925,2.017E+12,36,2.02102E+12,16,90016,1,2,34,2,201,27,2,24,16
2021,2017,202103,1975925,2.017E+12,36,2.02102E+12,16,90016,1,3,42,3,301,3,2,24,16
2021,2017,202103,1975925,2.017E+12,36,2.02102E+12,16,90016,1,4,42,3,301,1,2,24,16
2021,2017,202103,1975945,2.017E+12,61,2.02102E+12,16,90016,1,1,61,1,101,51,1,10,0
2021,2017,202103,1975945,2.017E+12,61,2.02102E+12,16,90016,1,2,84,12,1260,56,1,10,0
2021,2017,202103,1975945,2.017E+12,61,2.02102E+12,16,90016,1,3,19,12,1260,19,2,23,16
2021,2017,202103,1975946,2.017E+12,12,2.02102E+12,16,80016,1,1,11,1,101,66,2,23,16
2021,2017,202103,1975946,2.017E+12,12,2.02102E+12,16,80016,1,2,11,2,201,65,2,23,16
2021,2017,202103,1975952,2.017E+12,16,2.02102E+12,16,110016,1,1,16,1,101,26,2,23,16
2021,2017,202103,1975955,2.017E+12,17,2.02102E+12,16,10016,1,1,17,1,101,23,2,23,16
2021,2017,202103,1975955,2.017E+12,17,2.02102E+12,16,10016,1,2,17,3,301,3,2,23,16
2021,2017,202103,1975958,2.017E+12,25,2.02102E+12,16,70216,1,1,25,1,101,28,2,23,16
2021,2017,202103,1975958,2.017E+12,25,2.02102E+12,16,70216,1,2,22,2,201,26,2,23,16
2021,2017,202103,1975958,2.017E+12,25,2.02102E+12,16,70216,1,3,23,3,301,0,0,0,0
2021,2017,202103,1975965,2.017E+12,36,2.02102E+12,16,50016,2,1,36,1,101,21,1,10,0
2021,2017,202103,1975965,2.017E+12,36,2.02102E+12,16,50016,2,2,94,11,1115,25,2,23,16
2021,2017,202103,1975965,2.017E+12,36,2.02102E+12,16,50016,2,3,67,11,1115,23,2,23,16
2021,2017,202103,1975965,2.017E+12,36,2.02102E+12,16,50016,2,4,41,11,1115,21,1,10,0
2021,2017,202103,1975965,2.017E+12,36,2.02102E+12,16,50016,2,5,67,11,1115,20,2,24,16
2021,2017,202103,1975965,2.017E+12,36,2.02102E+12,16,50016,2,6,56,11,1114,20,2,23,16
2021,2017,202103,1975966,2.017E+12,11,2.02102E+12,16,70216,1,1,11,1,101,74,2,24,16
2021,2017,202103,1975969,2.017E+12,7,2.02102E+12,16,90016,1,1,7,1,101,47,2,24,16
2021,2017,202103,1975969,2.017E+12,7,2.02102E+12,16,90016,1,2,8,2,201,47,2,24,16
2021,2017,202103,1975969,2.017E+12,7,2.02102E+12,16,90016,1,3,5,3,301,20,2,24,16
2021,2017,202103,1975969,2.017E+12,7,2.02102E+12,16,90016,1,4,4,3,301,18,2,24,16
2021,2017,202103,1975969,2.017E+12,7,2.02102E+12,16,90016,1,5,7,3,301,17,2,24,16
2021,2017,202103,1975969,2.017E+12,7,2.02102E+12,16,90016,1,6,10,12,1260,21,2,24,16
2021,2017,202103,1975974,2.017E+12,28,2.02102E+12,16,50016,1,1,28,1,101,38,2,23,16
2021,2017,202103,1975974,2.017E+12,28,2.02102E+12,16,50016,1,2,25,2,201,42,2,23,16
2021,2017,202103,1975974,2.017E+12,28,2.02102E+12,16,50016,1,3,24,3,301,17,2,23,16
2021,2017,202103,1975974,2.017E+12,28,2.02102E+12,16,50016,1,4,25,3,301,15,2,23,16
2021,2017,202103,1975974,2.017E+12,28,2.02102E+12,16,50016,1,5,22,3,301,12,2,23,16
2021,2017,202103,1975974,2.017E+12,28,2.02102E+12,16,50016,1,6,22,3,301,10,2,23,16
2021,2017,202103,1975974,2.017E+12,28,2.02102E+12,16,50016,1,7,27,3,301,5,2,23,16
2021,2017,202103,1975977,2.017E+12,25,2.02102E+12,16,60016,1,1,25,1,101,72,1,10,0
2021,2017,202103,1975977,2.017E+12,25,2.02102E+12,16,60016,1,2,23,5,501,93,2,23,16
2021,2017,202103,1975981,2.017E+12,39,2.02102E+12,16,80016,1,1,39,1,101,21,2,23,16
2021,2017,202103,1975992,2.017E+12,29,2.02102E+12,16,90016,1,1,29,1,101,47,1,10,0
2021,2017,202103,1975992,2.017E+12,29,2.02102E+12,16,90016,1,2,32,11,1114,39,2,24,16
2021,2017,202103,1976004,2.017E+12,43,2.02102E+12,16,50016,1,1,43,1,101,67,1,10,0
2021,2017,202103,1976004,2.017E+12,43,2.02102E+12,16,50016,1,2,39,2,201,69,1,10,0
2021,2017,202103,1976004,2.017E+12,43,2.02102E+12,16,50016,1,3,42,5,501,93,2,23,16
2021,2017,202103,1976018,2.017E+12,96,2.02102E+12,16,50016,1,1,96,1,101,33,2,23,16
2021,2017,202103,1976018,2.017E+12,96,2.02102E+12,16,50016,1,2,44,2,201,32,2,23,16
2021,2017,202103,1976018,2.017E+12,96,2.02102E+12,16,50016,1,3,56,3,301,12,2,23,16
2021,2017,202103,1976018,2.017E+12,96,2.02102E+12,16,50016,1,4,76,3,301,8,2,23,16
2021,2017,202103,1976018,2.017E+12,96,2.02102E+12,16,50016,1,5,75,3,301,6,2,23,16
2021,2017,202103,1976018,2.017E+12,96,2.02102E+12,16,50016,1,6,108,3,301,4,2,23,16
2021,2017,202103,1976018,2.017E+12,96,2.02102E+12,16,50016,1,7,74,7,701,21,2,23,16
2021,2017,202103,1976024,2.017E+12,15,2.02102E+12,16,90016,1,1,16,1,101,19,2,23,16
2021,2017,202103,1976024,2.017E+12,15,2.02102E+12,16,90016,1,2,39,12,1260,20,2,23,16
2021,2017,202103,1976030,2.017E+12,20,2.02102E+12,16,110016,1,1,20,1,101,28,2,23,16
2021,2017,202103,1976030,2.017E+12,20,2.02102E+12,16,110016,1,2,24,2,201,27,2,23,16
2021,2017,202103,1976030,2.017E+12,20,2.02102E+12,16,110016,1,3,39,3,301,0,0,0,0
2021,2017,202103,1976041,2.017E+12,35,2.02102E+12,16,90016,1,1,34,1,101,31,2,23,16
2021,2017,202103,1976041,2.017E+12,35,2.02102E+12,16,90016,1,2,33,2,201,40,2,23,16
2021,2017,202103,1976041,2.017E+12,35,2.02102E+12,16,90016,1,3,15,3,301,1,2,23,16
2021,2017,202103,1976053,2.017E+12,5,2.02102E+12,16,130016,1,1,6,1,101,73,2,23,16
2021,2017,202103,1976053,2.017E+12,5,2.02102E+12,16,130016,1,2,4,2,201,78,3,31,49
2021,2017,202103,1976072,2.017E+12,5,2.02102E+12,16,40016,1,1,5,1,101,43,2,23,16
2021,2017,202103,1976074,2.017E+12,28,2.02102E+12,16,100016,1,1,28,1,101,54,2,23,16
2021,2017,202103,1976074,2.017E+12,28,2.02102E+12,16,100016,1,2,30,2,201,40,2,23,16
2021,2017,202103,1976074,2.017E+12,28,2.02102E+12,16,100016,1,3,23,3,301,18,2,23,16
2021,2017,202103,1976074,2.017E+12,28,2.02102E+12,16,100016,1,4,35,3,301,10,2,23,16
2021,2017,202103,1976074,2.017E+12,28,2.02102E+12,16,100016,1,5,35,3,301,6,2,23,16
2021,2017,202103,1976076,2.017E+12,8,2.02102E+12,16,110016,1,1,9,1,101,77,1,10,0
2021,2017,202103,1976076,2.017E+12,8,2.02102E+12,16,110016,1,2,54,3,301,42,1,10,0
2021,2017,202103,1976076,2.017E+12,8,2.02102E+12,16,110016,1,3,60,9,901,21,1,10,0
2021,2017,202103,1976076,2.017E+12,8,2.02102E+12,16,110016,1,4,12,9,901,18,1,10,0
2021,2017,202103,1976076,2.017E+12,8,2.02102E+12,16,110016,1,5,32,9,901,15,1,10,0
2021,2017,202103,1976076,2.017E+12,8,2.02102E+12,16,110016,1,6,40,4,401,30,2,23,16
2021,2017,202103,1976104,2.017E+12,10,2.02102E+12,16,80016,1,1,11,1,101,27,2,23,16
2021,2017,202103,1976104,2.017E+12,10,2.02102E+12,16,80016,1,2,12,2,201,30,2,23,16
2021,2017,202103,1976148,2.017E+12,18,2.02102E+12,16,40016,1,1,19,1,101,74,1,10,0
2021,2017,202103,1976148,2.017E+12,18,2.02102E+12,16,40016,1,2,24,2,201,72,1,10,0
2021,2017,202103,1976148,2.017E+12,18,2.02102E+12,16,40016,1,3,26,3,301,35,2,23,16
2021,2017,202103,1976154,2.017E+12,4,2.02102E+12,16,30016,1,1,4,1,101,70,2,23,16
2021,2017,202103,1976155,2.017E+12,5,2.02102E+12,16,130016,1,1,5,1,101,26,2,23,16
2021,2017,202103,1976155,2.017E+12,5,2.02102E+12,16,130016,1,2,4,2,201,30,2,23,16
2021,2017,202103,1976168,2.017E+12,20,2.02102E+12,16,40016,1,1,21,1,101,31,2,23,16
2021,2017,202103,1976168,2.017E+12,20,2.02102E+12,16,40016,1,2,20,2,201,31,2,23,16
2021,2017,202103,1976168,2.017E+12,20,2.02102E+12,16,40016,1,3,25,3,301,2,2,23,16
2021,2017,202103,1976193,2.017E+12,10,2.02102E+12,16,80016,1,1,10,1,101,34,2,23,16
2021,2017,202103,1976193,2.017E+12,10,2.02102E+12,16,80016,1,2,14,2,201,34,2,23,16
2021,2017,202103,1976197,2.017E+12,22,2.02102E+12,16,70216,1,1,22,1,101,29,2,24,16
2021,2017,202103,1976197,2.017E+12,22,2.02102E+12,16,70216,1,2,39,3,301,10,2,24,16
2021,2017,202103,1976197,2.017E+12,22,2.02102E+12,16,70216,1,3,59,10,1001,8,3,32,8
2021,2017,202103,1976197,2.017E+12,22,2.02102E+12,16,70216,1,4,34,11,1114,29,2,23,16
2021,2017,202103,1976200,2.017E+12,15,2.02102E+12,16,10016,1,1,15,1,101,59,2,24,16
2021,2017,202103,1976200,2.017E+12,15,2.02102E+12,16,10016,1,2,24,2,201,60,2,24,16
2021,2017,202103,1976205,2.017E+12,4,2.02102E+12,16,120016,1,1,4,1,101,75,2,24,16
2021,2017,202103,1976221,2.017E+12,22,2.02102E+12,16,70116,1,1,22,1,101,57,1,10,0
2021,2017,202103,1976221,2.017E+12,22,2.02102E+12,16,70116,1,2,22,2,201,57,1,10,0
2021,2017,202103,1976221,2.017E+12,22,2.02102E+12,16,70116,1,3,62,3,301,33,2,24,16
2021,2017,202103,1976228,2.017E+12,14,2.02102E+12,16,110016,1,1,14,1,101,49,2,23,16
2021,2017,202103,1976228,2.017E+12,14,2.02102E+12,16,110016,1,2,12,3,301,16,2,23,16
2021,2017,202103,1976228,2.017E+12,14,2.02102E+12,16,110016,1,3,10,3,301,14,2,23,16
2021,2017,202103,1976231,2.017E+12,65,2.02102E+12,16,20016,1,1,66,1,101,25,2,23,16
2021,2017,202103,1976231,2.017E+12,65,2.02102E+12,16,20016,1,2,79,2,201,26,2,23,16
2021,2017,202103,1976231,2.017E+12,65,2.02102E+12,16,20016,1,3,71,3,301,8,2,23,16
2021,2017,202103,1976231,2.017E+12,65,2.02102E+12,16,20016,1,4,71,3,301,8,2,23,16
2021,2017,202103,1976231,2.017E+12,65,2.02102E+12,16,20016,1,5,89,3,301,2,2,23,16
2021,2017,202103,1976232,2.017E+12,21,2.02102E+12,16,70216,1,1,20,1,101,78,1,10,0
2021,2017,202103,1976232,2.017E+12,21,2.02102E+12,16,70216,1,2,18,2,201,76,1,10,0
2021,2017,202103,1976232,2.017E+12,21,2.02102E+12,16,70216,1,3,46,3,301,55,2,23,16
2021,2017,202103,1976232,2.017E+12,21,2.02102E+12,16,70216,1,4,50,9,901,28,1,10,0
2021,2017,202103,1976241,2.017E+12,5,2.02102E+12,16,10016,1,1,4,1,101,24,2,23,16
2021,2017,202103,1976241,2.017E+12,5,2.02102E+12,16,10016,1,2,5,2,201,18,2,23,16
2021,2017,202103,1976242,2.017E+12,15,2.02102E+12,16,20016,1,1,15,1,101,28,2,23,16
2021,2017,202103,1976259,2.017E+12,22,2.02102E+12,16,20016,1,1,22,1,101,26,2,23,16
2021,2017,202103,1976259,2.017E+12,22,2.02102E+12,16,20016,1,2,32,11,1114,32,2,23,16
2021,2017,202103,1976272,2.017E+12,42,2.02102E+12,16,100016,1,1,43,1,101,76,2,23,16
2021,2017,202103,1976282,2.017E+12,12,2.02102E+12,16,30016,1,1,12,1,101,52,1,10,0
2021,2017,202103,1976282,2.017E+12,12,2.02102E+12,16,30016,1,2,10,2,201,49,1,10,0
2021,2017,202103,1976282,2.017E+12,12,2.02102E+12,16,30016,1,3,9,3,301,10,1,10,0
2021,2017,202103,1976282,2.017E+12,12,2.02102E+12,16,30016,1,4,15,3,301,6,1,10,0
2021,2017,202103,1976282,2.017E+12,12,2.02102E+12,16,30016,1,5,9,12,1260,51,2,23,16
2021,2017,202103,1976286,2.017E+12,14,2.02102E+12,16,80016,1,1,14,1,101,59,2,23,16
2021,2017,202103,1976286,2.017E+12,14,2.02102E+12,16,80016,1,2,14,2,201,58,2,23,16
2021,2017,202103,1976295,2.017E+12,9,2.02102E+12,16,10016,1,1,9,1,101,46,2,23,16
2021,2017,202103,1976307,2.017E+12,5,2.02102E+12,16,30016,1,1,5,1,101,71,1,10,0
2021,2017,202103,1976307,2.017E+12,5,2.02102E+12,16,30016,1,2,6,2,201,55,1,10,0
2021,2017,202103,1976307,2.017E+12,5,2.02102E+12,16,30016,1,3,4,3,301,16,1,10,0
2021,2017,202103,1976307,2.017E+12,5,2.02102E+12,16,30016,1,4,3,3,303,18,1,10,0
2021,2017,202103,1976307,2.017E+12,5,2.02102E+12,16,30016,1,5,7,12,1260,52,2,24,16
2021,2017,202103,1976307,2.017E+12,5,2.02102E+12,16,30016,1,6,7,12,1260,23,1,10,0
2021,2017,202103,1976307,2.017E+12,5,2.02102E+12,16,30016,1,7,6,12,1260,18,2,23,16
2021,2017,202103,1976312,2.017E+12,9,2.02102E+12,16,50016,1,1,9,1,101,22,2,23,16
2021,2017,202103,1976312,2.017E+12,9,2.02102E+12,16,50016,1,2,7,11,1114,18,2,23,16
2021,2017,202103,1976340,2.017E+12,7,2.02102E+12,16,10016,1,1,7,1,101,34,2,23,16
2021,2017,202103,1976340,2.017E+12,7,2.02102E+12,16,10016,1,2,10,2,201,38,2,23,16
2021,2017,202103,1976340,2.017E+12,7,2.02102E+12,16,10016,1,3,7,3,301,14,2,23,16
2021,2017,202103,1976340,2.017E+12,7,2.02102E+12,16,10016,1,4,7,3,301,9,2,23,16
2021,2017,202103,1976340,2.017E+12,7,2.02102E+12,16,10016,1,5,6,3,301,3,2,23,16
2021,2017,202103,1976340,2.017E+12,7,2.02102E+12,16,10016,1,6,6,3,302,14,2,23,16
2021,2017,202103,1976340,2.017E+12,7,2.02102E+12,16,10016,1,7,11,3,302,11,2,23,16
2021,2017,202103,1976340,2.017E+12,7,2.02102E+12,16,10016,1,8,11,3,302,11,2,23,16
2021,2017,202103,1976361,2.017E+12,3,2.02102E+12,16,10016,1,1,3,1,101,45,2,24,16
2021,2017,202103,1976361,2.017E+12,3,2.02102E+12,16,10016,1,2,4,2,201,56,2,24,16
2021,2017,202103,1976361,2.017E+12,3,2.02102E+12,16,10016,1,3,2,3,301,14,2,24,16
2021,2017,202103,1976372,2.017E+12,3,2.02102E+12,16,30016,1,1,3,1,101,37,2,23,16
2021,2017,202103,1976373,2.017E+12,6,2.02102E+12,16,110016,1,1,6,1,101,22,3,32,29
2021,2017,202103,1976373,2.017E+12,6,2.02102E+12,16,110016,1,2,5,2,201,21,3,31,49
2021,2017,202103,1976373,2.017E+12,6,2.02102E+12,16,110016,1,3,10,11,1115,28,1,10,0
2021,2017,202103,1976373,2.017E+12,6,2.02102E+12,16,110016,1,4,16,11,1115,25,2,23,16
2021,2017,202103,1976379,2.017E+12,37,2.02102E+12,16,70216,1,1,37,1,101,29,2,23,16
2021,2017,202103,1976379,2.017E+12,37,2.02102E+12,16,70216,1,2,63,11,1115,30,2,23,16
2021,2017,202103,1976379,2.017E+12,37,2.02102E+12,16,70216,1,3,58,11,1115,20,2,23,16
2021,2017,202103,1976395,2.017E+12,22,2.02102E+12,16,20016,1,1,23,1,101,74,1,10,0
2021,2017,202103,1976395,2.017E+12,22,2.02102E+12,16,20016,1,2,21,2,201,71,2,23,16
2021,2017,202103,1976395,2.017E+12,22,2.02102E+12,16,20016,1,3,48,12,1260,22,2,23,16
2021,2017,202103,1976395,2.017E+12,22,2.02102E+12,16,20016,1,4,38,12,1260,22,2,23,16
2021,2017,202103,1976410,2.017E+12,15,2.02102E+12,16,30016,1,1,15,1,101,28,2,23,16
2021,2017,202103,1976410,2.017E+12,15,2.02102E+12,16,30016,1,2,12,3,301,4,2,23,16
2021,2017,202103,1976411,2.017E+12,18,2.02102E+12,16,10016,1,1,18,1,101,35,2,23,16
2021,2017,202103,1976411,2.017E+12,18,2.02102E+12,16,10016,1,2,11,2,201,42,2,23,16
2021,2017,202103,1976415,2.017E+12,29,2.02102E+12,16,130016,1,1,29,1,101,39,2,23,16
2021,2017,202103,1976438,2.017E+12,25,2.02102E+12,16,90016,1,1,25,1,101,79,2,23,16
2021,2017,202103,1976439,2.017E+12,61,2.02102E+12,16,110016,1,1,61,1,101,24,2,23,16
2021,2017,202103,1976439,2.017E+12,61,2.02102E+12,16,110016,1,2,50,2,201,36,2,23,16
