origin_destination,age_group,number_of_people,year,direction
Other Non-Us Jurisdictions,71_80,1,2015,out
Other Non-Us Jurisdictions,81_90,0,2015,out
Other Non-Us Jurisdictions,91,0,2015,out
Other Non-Us Jurisdictions,unk,0,2015,out
Pennsylvania,20,0,2015,out
Pennsylvania,21_30,1,2015,out
Pennsylvania,31_40,5,2015,out
Pennsylvania,41_50,0,2015,out
Pennsylvania,51_60,1,2015,out
Pennsylvania,61_70,1,2015,out
Pennsylvania,71_80,0,2015,out
Pennsylvania,81_90,0,2015,out
Pennsylvania,91,0,2015,out
Pennsylvania,unk,0,2015,out
Prince Edward Island,20,0,2015,out
Prince Edward Island,21_30,0,2015,out
Prince Edward Island,31_40,0,2015,out
Prince Edward Island,41_50,0,2015,out
Prince Edward Island,51_60,0,2015,out
Prince Edward Island,61_70,0,2015,out
Prince Edward Island,71_80,1,2015,out
Prince Edward Island,81_90,0,2015,out
Prince Edward Island,91,0,2015,out
Prince Edward Island,unk,0,2015,out
"Puerto Rico, Commonwealth Of",20,0,2015,out
"Puerto Rico, Commonwealth Of",21_30,0,2015,out
"Puerto Rico, Commonwealth Of",31_40,3,2015,out
"Puerto Rico, Commonwealth Of",41_50,0,2015,out
"Puerto Rico, Commonwealth Of",51_60,0,2015,out
"Puerto Rico, Commonwealth Of",61_70,0,2015,out
"Puerto Rico, Commonwealth Of",71_80,0,2015,out
"Puerto Rico, Commonwealth Of",81_90,0,2015,out
"Puerto Rico, Commonwealth Of",91,0,2015,out
"Puerto Rico, Commonwealth Of",unk,0,2015,out
Rhode Island,20,0,2015,out
Rhode Island,21_30,0,2015,out
Rhode Island,31_40,7,2015,out
Rhode Island,41_50,8,2015,out
Rhode Island,51_60,2,2015,out
Rhode Island,61_70,0,2015,out
Rhode Island,71_80,1,2015,out
Rhode Island,81_90,0,2015,out
Rhode Island,91,0,2015,out
Rhode Island,unk,0,2015,out
Saskatchewan,20,0,2015,out
Saskatchewan,21_30,8,2015,out
Saskatchewan,31_40,0,2015,out
Saskatchewan,41_50,0,2015,out
Saskatchewan,51_60,0,2015,out
Saskatchewan,61_70,0,2015,out
Saskatchewan,71_80,0,2015,out
Saskatchewan,81_90,0,2015,out
Saskatchewan,91,0,2015,out
Saskatchewan,unk,0,2015,out
South Carolina,20,0,2015,out
South Carolina,21_30,33,2015,out
South Carolina,31_40,52,2015,out
South Carolina,41_50,27,2015,out
South Carolina,51_60,12,2015,out
South Carolina,61_70,33,2015,out
South Carolina,71_80,4,2015,out
South Carolina,81_90,2,2015,out
South Carolina,91,0,2015,out
South Carolina,unk,0,2015,out
South Dakota,20,0,2015,out
South Dakota,21_30,35,2015,out
South Dakota,31_40,79,2015,out
South Dakota,41_50,47,2015,out
South Dakota,51_60,24,2015,out
South Dakota,61_70,39,2015,out
South Dakota,71_80,13,2015,out
South Dakota,81_90,1,2015,out
South Dakota,91,0,2015,out
South Dakota,unk,0,2015,out
Tennessee,20,0,2015,out
Tennessee,21_30,15,2015,out
Tennessee,31_40,20,2015,out
Tennessee,41_50,6,2015,out
Tennessee,51_60,7,2015,out
Tennessee,61_70,1,2015,out
Tennessee,71_80,3,2015,out
Tennessee,81_90,0,2015,out
Tennessee,91,0,2015,out
Tennessee,unk,0,2015,out
Texas,20,0,2015,out
Texas,21_30,214,2015,out
Texas,31_40,526,2015,out
Texas,41_50,282,2015,out
Texas,51_60,179,2015,out
Texas,61_70,118,2015,out
Texas,71_80,54,2015,out
Texas,81_90,6,2015,out
Texas,91,4,2015,out
Texas,unk,0,2015,out
Utah,20,0,2015,out
Utah,21_30,1422,2015,out
Utah,31_40,1656,2015,out
Utah,41_50,651,2015,out
Utah,51_60,350,2015,out
Utah,61_70,250,2015,out
Utah,71_80,147,2015,out
Utah,81_90,80,2015,out
Utah,91,21,2015,out
Utah,unk,1,2015,out
Vermont,20,0,2015,out
Vermont,21_30,6,2015,out
Vermont,31_40,6,2015,out
Vermont,41_50,8,2015,out
Vermont,51_60,6,2015,out
Vermont,61_70,5,2015,out
Vermont,71_80,0,2015,out
Vermont,81_90,4,2015,out
Vermont,91,0,2015,out
Vermont,unk,0,2015,out
Virgin Islands Of The U.S.,20,0,2015,out
Virgin Islands Of The U.S.,21_30,0,2015,out
Virgin Islands Of The U.S.,31_40,0,2015,out
Virgin Islands Of The U.S.,41_50,0,2015,out
Virgin Islands Of The U.S.,51_60,0,2015,out
Virgin Islands Of The U.S.,61_70,0,2015,out
Virgin Islands Of The U.S.,71_80,0,2015,out
Virgin Islands Of The U.S.,81_90,0,2015,out
Virgin Islands Of The U.S.,91,0,2015,out
Virgin Islands Of The U.S.,unk,0,2015,out
Virginia,20,0,2015,out
Virginia,21_30,103,2015,out
Virginia,31_40,166,2015,out
Virginia,41_50,74,2015,out
Virginia,51_60,44,2015,out
Virginia,61_70,17,2015,out
Virginia,71_80,8,2015,out
Virginia,81_90,4,2015,out
Virginia,91,0,2015,out
Virginia,unk,0,2015,out
Washington,20,0,2015,out
Washington,21_30,2185,2015,out
Washington,31_40,3964,2015,out
Washington,41_50,1897,2015,out
Washington,51_60,1413,2015,out
Washington,61_70,977,2015,out
Washington,71_80,590,2015,out
Washington,81_90,203,2015,out
Washington,91,33,2015,out
Washington,unk,0,2015,out
West Virginia,20,0,2015,out
West Virginia,21_30,3,2015,out
West Virginia,31_40,12,2015,out
West Virginia,41_50,11,2015,out
West Virginia,51_60,6,2015,out
West Virginia,61_70,5,2015,out
West Virginia,71_80,4,2015,out
West Virginia,81_90,0,2015,out
West Virginia,91,0,2015,out
West Virginia,unk,0,2015,out
Wisconsin,20,0,2015,out
Wisconsin,21_30,42,2015,out
Wisconsin,31_40,77,2015,out
Wisconsin,41_50,38,2015,out
Wisconsin,51_60,42,2015,out
Wisconsin,61_70,28,2015,out
Wisconsin,71_80,16,2015,out
Wisconsin,81_90,2,2015,out
Wisconsin,91,2,2015,out
Wisconsin,unk,0,2015,out
Wyoming,20,0,2015,out
Wyoming,21_30,149,2015,out
Wyoming,31_40,260,2015,out
Wyoming,41_50,140,2015,out
Wyoming,51_60,110,2015,out
Wyoming,61_70,45,2015,out
Wyoming,71_80,14,2015,out
Wyoming,81_90,5,2015,out
Wyoming,91,2,2015,out
Wyoming,unk,0,2015,out
Yukon (Territory),20,0,2015,out
Yukon (Territory),21_30,0,2015,out
Yukon (Territory),31_40,0,2015,out
Yukon (Territory),41_50,0,2015,out
Yukon (Territory),51_60,0,2015,out
Yukon (Territory),61_70,0,2015,out
Yukon (Territory),71_80,0,2015,out
Yukon (Territory),81_90,0,2015,out
Yukon (Territory),91,0,2015,out
Yukon (Territory),unk,0,2015,out
Alabama,20,0,2016,out
Alabama,21_30,14,2016,out
Alabama,31_40,21,2016,out
Alabama,41_50,13,2016,out
Alabama,51_60,14,2016,out
Alabama,61_70,12,2016,out
Alabama,71_80,5,2016,out
Alabama,81_90,2,2016,out
Alabama,91,0,2016,out
Alabama,unk,0,2016,out
Alaska,20,0,2016,out
Alaska,21_30,118,2016,out
Alaska,31_40,108,2016,out
Alaska,41_50,66,2016,out
Alaska,51_60,69,2016,out
Alaska,61_70,46,2016,out
Alaska,71_80,11,2016,out
Alaska,81_90,1,2016,out
Alaska,91,0,2016,out
Alaska,unk,0,2016,out
Alberta,20,0,2016,out
Alberta,21_30,0,2016,out
Alberta,31_40,0,2016,out
Alberta,41_50,0,2016,out
Alberta,51_60,0,2016,out
Alberta,61_70,0,2016,out
Alberta,71_80,0,2016,out
Alberta,81_90,0,2016,out
Alberta,91,0,2016,out
Alberta,unk,0,2016,out
American Samoa (Islands),20,0,2016,out
American Samoa (Islands),21_30,0,2016,out
American Samoa (Islands),31_40,0,2016,out
American Samoa (Islands),41_50,0,2016,out
American Samoa (Islands),51_60,0,2016,out
American Samoa (Islands),61_70,0,2016,out
American Samoa (Islands),71_80,0,2016,out
American Samoa (Islands),81_90,0,2016,out
American Samoa (Islands),91,0,2016,out
American Samoa (Islands),unk,0,2016,out
Arizona,20,0,2016,out
Arizona,21_30,146,2016,out
Arizona,31_40,181,2016,out
Arizona,41_50,121,2016,out
Arizona,51_60,85,2016,out
Arizona,61_70,103,2016,out
Arizona,71_80,96,2016,out
Arizona,81_90,40,2016,out
Arizona,91,8,2016,out
Arizona,unk,0,2016,out
Arkansas,20,0,2016,out
Arkansas,21_30,32,2016,out
Arkansas,31_40,29,2016,out
Arkansas,41_50,27,2016,out
Arkansas,51_60,25,2016,out
Arkansas,61_70,8,2016,out
Arkansas,71_80,12,2016,out
Arkansas,81_90,4,2016,out
Arkansas,91,0,2016,out
Arkansas,unk,0,2016,out
British Columbia,20,0,2016,out
British Columbia,21_30,0,2016,out
British Columbia,31_40,0,2016,out
British Columbia,41_50,1,2016,out
British Columbia,51_60,0,2016,out
British Columbia,61_70,0,2016,out
British Columbia,71_80,0,2016,out
British Columbia,81_90,0,2016,out
British Columbia,91,0,2016,out
British Columbia,unk,0,2016,out
California,20,0,2016,out
California,21_30,126,2016,out
California,31_40,201,2016,out
California,41_50,110,2016,out
California,51_60,94,2016,out
California,61_70,71,2016,out
California,71_80,37,2016,out
California,81_90,8,2016,out
California,91,3,2016,out
California,unk,1,2016,out
Cdlis - Pseudo State,20,0,2016,out
Cdlis - Pseudo State,21_30,0,2016,out
Cdlis - Pseudo State,31_40,0,2016,out
Cdlis - Pseudo State,41_50,0,2016,out
Cdlis - Pseudo State,51_60,0,2016,out
Cdlis - Pseudo State,61_70,0,2016,out
Cdlis - Pseudo State,71_80,0,2016,out
Cdlis - Pseudo State,81_90,0,2016,out
Cdlis - Pseudo State,91,0,2016,out
Cdlis - Pseudo State,unk,0,2016,out
Colorado,20,0,2016,out
Colorado,21_30,311,2016,out
Colorado,31_40,428,2016,out
Colorado,41_50,219,2016,out
Colorado,51_60,136,2016,out
Colorado,61_70,106,2016,out
Colorado,71_80,58,2016,out
Colorado,81_90,8,2016,out
Colorado,91,1,2016,out
Colorado,unk,0,2016,out
Connecticut,20,0,2016,out
Connecticut,21_30,20,2016,out
Connecticut,31_40,20,2016,out
Connecticut,41_50,8,2016,out
Connecticut,51_60,12,2016,out
Connecticut,61_70,1,2016,out
Connecticut,71_80,1,2016,out
Connecticut,81_90,1,2016,out
Connecticut,91,0,2016,out
Connecticut,unk,0,2016,out
Delaware,20,0,2016,out
Delaware,21_30,3,2016,out
Delaware,31_40,5,2016,out
Delaware,41_50,2,2016,out
Delaware,51_60,1,2016,out
Delaware,61_70,2,2016,out
Delaware,71_80,2,2016,out
Delaware,81_90,1,2016,out
Delaware,91,0,2016,out
Delaware,unk,0,2016,out
Dist Of Columbia,20,0,2016,out
Dist Of Columbia,21_30,5,2016,out
Dist Of Columbia,31_40,17,2016,out
Dist Of Columbia,41_50,5,2016,out
Dist Of Columbia,51_60,2,2016,out
Dist Of Columbia,61_70,0,2016,out
Dist Of Columbia,71_80,0,2016,out
Dist Of Columbia,81_90,0,2016,out
Dist Of Columbia,91,0,2016,out
Dist Of Columbia,unk,0,2016,out
Federated States Of Micronesia,20,0,2016,out
Federated States Of Micronesia,21_30,0,2016,out
Federated States Of Micronesia,31_40,0,2016,out
Federated States Of Micronesia,41_50,0,2016,out
Federated States Of Micronesia,51_60,0,2016,out
Federated States Of Micronesia,61_70,0,2016,out
Federated States Of Micronesia,71_80,0,2016,out
Federated States Of Micronesia,81_90,0,2016,out
Federated States Of Micronesia,91,0,2016,out
Federated States Of Micronesia,unk,0,2016,out
Florida,20,0,2016,out
Florida,21_30,185,2016,out
Florida,31_40,180,2016,out
Florida,41_50,126,2016,out
Florida,51_60,78,2016,out
Florida,61_70,86,2016,out
Florida,71_80,46,2016,out
Florida,81_90,17,2016,out
Florida,91,1,2016,out
Florida,unk,0,2016,out
Georgia,20,0,2016,out
Georgia,21_30,100,2016,out
Georgia,31_40,116,2016,out
Georgia,41_50,45,2016,out
Georgia,51_60,32,2016,out
Georgia,61_70,24,2016,out
Georgia,71_80,22,2016,out
Georgia,81_90,3,2016,out
Georgia,91,0,2016,out
Georgia,unk,1,2016,out
Guam,20,0,2016,out
Guam,21_30,0,2016,out
Guam,31_40,0,2016,out
Guam,41_50,0,2016,out
Guam,51_60,0,2016,out
Guam,61_70,1,2016,out
Guam,71_80,0,2016,out
Guam,81_90,0,2016,out
Guam,91,0,2016,out
Guam,unk,0,2016,out
Hawaii,20,0,2016,out
Hawaii,21_30,67,2016,out
Hawaii,31_40,33,2016,out
Hawaii,41_50,20,2016,out
Hawaii,51_60,12,2016,out
Hawaii,61_70,10,2016,out
Hawaii,71_80,7,2016,out
Hawaii,81_90,0,2016,out
Hawaii,91,0,2016,out
Hawaii,unk,0,2016,out
Illinois,20,0,2016,out
Illinois,21_30,57,2016,out
Illinois,31_40,90,2016,out
Illinois,41_50,37,2016,out
Illinois,51_60,27,2016,out
Illinois,61_70,19,2016,out
Illinois,71_80,7,2016,out
Illinois,81_90,1,2016,out
Illinois,91,0,2016,out
Illinois,unk,0,2016,out
Indiana,20,0,2016,out
Indiana,21_30,21,2016,out
Indiana,31_40,67,2016,out
Indiana,41_50,27,2016,out
Indiana,51_60,17,2016,out
Indiana,61_70,13,2016,out
Indiana,71_80,3,2016,out
Indiana,81_90,1,2016,out
Indiana,91,0,2016,out
Indiana,unk,0,2016,out
Iowa,20,0,2016,out
Iowa,21_30,76,2016,out
Iowa,31_40,96,2016,out
Iowa,41_50,38,2016,out
Iowa,51_60,28,2016,out
Iowa,61_70,9,2016,out
Iowa,71_80,10,2016,out
Iowa,81_90,0,2016,out
Iowa,91,0,2016,out
Iowa,unk,0,2016,out
Kansas,20,0,2016,out
Kansas,21_30,58,2016,out
Kansas,31_40,74,2016,out
Kansas,41_50,32,2016,out
Kansas,51_60,30,2016,out
Kansas,61_70,14,2016,out
Kansas,71_80,9,2016,out
Kansas,81_90,2,2016,out
Kansas,91,0,2016,out
Kansas,unk,0,2016,out
Kentucky,20,0,2016,out
Kentucky,21_30,50,2016,out
Kentucky,31_40,48,2016,out
Kentucky,41_50,18,2016,out
Kentucky,51_60,30,2016,out
Kentucky,61_70,5,2016,out
Kentucky,71_80,6,2016,out
Kentucky,81_90,3,2016,out
Kentucky,91,0,2016,out
Kentucky,unk,0,2016,out
Louisiana,20,0,2016,out
Louisiana,21_30,47,2016,out
Louisiana,31_40,41,2016,out
Louisiana,41_50,10,2016,out
Louisiana,51_60,28,2016,out
Louisiana,61_70,9,2016,out
Louisiana,71_80,1,2016,out
Louisiana,81_90,1,2016,out
Louisiana,91,0,2016,out
Louisiana,unk,0,2016,out
Maine,20,0,2016,out
Maine,21_30,4,2016,out
Maine,31_40,6,2016,out
Maine,41_50,0,2016,out
Maine,51_60,2,2016,out
Maine,61_70,2,2016,out
Maine,71_80,3,2016,out
Maine,81_90,0,2016,out
Maine,91,0,2016,out
Maine,unk,0,2016,out
Manitoba,20,0,2016,out
Manitoba,21_30,5,2016,out
Manitoba,31_40,1,2016,out
Manitoba,41_50,0,2016,out
Manitoba,51_60,0,2016,out
Manitoba,61_70,0,2016,out
Manitoba,71_80,0,2016,out
Manitoba,81_90,0,2016,out
Manitoba,91,0,2016,out
Manitoba,unk,0,2016,out
Marshall Islands,20,0,2016,out
Marshall Islands,21_30,0,2016,out
Marshall Islands,31_40,0,2016,out
Marshall Islands,41_50,0,2016,out
Marshall Islands,51_60,0,2016,out
Marshall Islands,61_70,0,2016,out
Marshall Islands,71_80,0,2016,out
Marshall Islands,81_90,0,2016,out
Marshall Islands,91,0,2016,out
Marshall Islands,unk,0,2016,out
Maryland,20,0,2016,out
Maryland,21_30,6,2016,out
Maryland,31_40,11,2016,out
Maryland,41_50,7,2016,out
Maryland,51_60,3,2016,out
Maryland,61_70,2,2016,out
Maryland,71_80,4,2016,out
Maryland,81_90,0,2016,out
Maryland,91,0,2016,out
Maryland,unk,0,2016,out
Massachusetts,20,0,2016,out
Massachusetts,21_30,1,2016,out
Massachusetts,31_40,5,2016,out
Massachusetts,41_50,4,2016,out
Massachusetts,51_60,0,2016,out
Massachusetts,61_70,0,2016,out
Massachusetts,71_80,0,2016,out
Massachusetts,81_90,0,2016,out
Massachusetts,91,0,2016,out
Massachusetts,unk,0,2016,out
Mexico (State),20,0,2016,out
Mexico (State),21_30,0,2016,out
Mexico (State),31_40,0,2016,out
Mexico (State),41_50,0,2016,out
Mexico (State),51_60,0,2016,out
Mexico (State),61_70,0,2016,out
Mexico (State),71_80,0,2016,out
Mexico (State),81_90,0,2016,out
Mexico (State),91,0,2016,out
Mexico (State),unk,0,2016,out
Michigan,20,0,2016,out
Michigan,21_30,82,2016,out
Michigan,31_40,96,2016,out
Michigan,41_50,38,2016,out
Michigan,51_60,34,2016,out
Michigan,61_70,33,2016,out
Michigan,71_80,8,2016,out
Michigan,81_90,6,2016,out
Michigan,91,0,2016,out
Michigan,unk,0,2016,out
Minnesota,20,0,2016,out
Minnesota,21_30,38,2016,out
Minnesota,31_40,58,2016,out
Minnesota,41_50,47,2016,out
Minnesota,51_60,26,2016,out
Minnesota,61_70,15,2016,out
Minnesota,71_80,2,2016,out
Minnesota,81_90,0,2016,out
Minnesota,91,1,2016,out
Minnesota,unk,0,2016,out
Mississippi,20,0,2016,out
Mississippi,21_30,7,2016,out
Mississippi,31_40,7,2016,out
Mississippi,41_50,5,2016,out
Mississippi,51_60,5,2016,out
Mississippi,61_70,4,2016,out
Mississippi,71_80,3,2016,out
Mississippi,81_90,0,2016,out
Mississippi,91,0,2016,out
Mississippi,unk,0,2016,out
Missouri,20,0,2016,out
Missouri,21_30,85,2016,out
Missouri,31_40,90,2016,out
Missouri,41_50,53,2016,out
Missouri,51_60,28,2016,out
Missouri,61_70,20,2016,out
Missouri,71_80,14,2016,out
Missouri,81_90,3,2016,out
Missouri,91,0,2016,out
Missouri,unk,0,2016,out
Montana,20,0,2016,out
Montana,21_30,159,2016,out
Montana,31_40,139,2016,out
Montana,41_50,98,2016,out
Montana,51_60,67,2016,out
Montana,61_70,49,2016,out
Montana,71_80,26,2016,out
Montana,81_90,3,2016,out
Montana,91,0,2016,out
Montana,unk,0,2016,out
Nebraska,20,0,2016,out
Nebraska,21_30,56,2016,out
Nebraska,31_40,70,2016,out
Nebraska,41_50,25,2016,out
Nebraska,51_60,13,2016,out
Nebraska,61_70,15,2016,out
Nebraska,71_80,10,2016,out
Nebraska,81_90,2,2016,out
Nebraska,91,1,2016,out
Nebraska,unk,0,2016,out
Nevada,20,1,2016,out
Nevada,21_30,329,2016,out
Nevada,31_40,406,2016,out
Nevada,41_50,129,2016,out
Nevada,51_60,136,2016,out
Nevada,61_70,126,2016,out
Nevada,71_80,71,2016,out
Nevada,81_90,32,2016,out
Nevada,91,4,2016,out
Nevada,unk,1,2016,out
New Brunswick,20,0,2016,out
New Brunswick,21_30,0,2016,out
New Brunswick,31_40,0,2016,out
New Brunswick,41_50,0,2016,out
New Brunswick,51_60,0,2016,out
New Brunswick,61_70,0,2016,out
New Brunswick,71_80,0,2016,out
New Brunswick,81_90,0,2016,out
New Brunswick,91,0,2016,out
New Brunswick,unk,0,2016,out
New Hampshire,20,0,2016,out
New Hampshire,21_30,23,2016,out
New Hampshire,31_40,21,2016,out
New Hampshire,41_50,24,2016,out
New Hampshire,51_60,23,2016,out
New Hampshire,61_70,6,2016,out
New Hampshire,71_80,2,2016,out
New Hampshire,81_90,1,2016,out
New Hampshire,91,0,2016,out
New Hampshire,unk,0,2016,out
New Jersey,20,0,2016,out
New Jersey,21_30,13,2016,out
New Jersey,31_40,26,2016,out
New Jersey,41_50,9,2016,out
New Jersey,51_60,4,2016,out
New Jersey,61_70,8,2016,out
New Jersey,71_80,2,2016,out
New Jersey,81_90,0,2016,out
New Jersey,91,0,2016,out
New Jersey,unk,0,2016,out
New Mexico,20,0,2016,out
New Mexico,21_30,1,2016,out
New Mexico,31_40,8,2016,out
New Mexico,41_50,6,2016,out
New Mexico,51_60,2,2016,out
New Mexico,61_70,5,2016,out
New Mexico,71_80,0,2016,out
New Mexico,81_90,0,2016,out
New Mexico,91,0,2016,out
New Mexico,unk,0,2016,out
New York,20,0,2016,out
New York,21_30,58,2016,out
New York,31_40,112,2016,out
New York,41_50,45,2016,out
New York,51_60,22,2016,out
New York,61_70,14,2016,out
New York,71_80,6,2016,out
New York,81_90,4,2016,out
New York,91,1,2016,out
New York,unk,0,2016,out
Newfoundland,20,0,2016,out
Newfoundland,21_30,2,2016,out
Newfoundland,31_40,0,2016,out
Newfoundland,41_50,0,2016,out
Newfoundland,51_60,0,2016,out
Newfoundland,61_70,0,2016,out
Newfoundland,71_80,0,2016,out
Newfoundland,81_90,0,2016,out
Newfoundland,91,0,2016,out
Newfoundland,unk,0,2016,out
North Carolina,20,0,2016,out
North Carolina,21_30,102,2016,out
North Carolina,31_40,118,2016,out
North Carolina,41_50,47,2016,out
North Carolina,51_60,31,2016,out
North Carolina,61_70,26,2016,out
North Carolina,71_80,23,2016,out
North Carolina,81_90,4,2016,out
North Carolina,91,1,2016,out
North Carolina,unk,0,2016,out
North Dakota,20,0,2016,out
North Dakota,21_30,127,2016,out
North Dakota,31_40,142,2016,out
North Dakota,41_50,55,2016,out
North Dakota,51_60,34,2016,out
North Dakota,61_70,28,2016,out
North Dakota,71_80,7,2016,out
North Dakota,81_90,2,2016,out
North Dakota,91,0,2016,out
North Dakota,unk,0,2016,out
Northern Marianas Islands,20,0,2016,out
Northern Marianas Islands,21_30,1,2016,out
Northern Marianas Islands,31_40,0,2016,out
Northern Marianas Islands,41_50,0,2016,out
Northern Marianas Islands,51_60,0,2016,out
Northern Marianas Islands,61_70,0,2016,out
Northern Marianas Islands,71_80,0,2016,out
Northern Marianas Islands,81_90,0,2016,out
Northern Marianas Islands,91,0,2016,out
Northern Marianas Islands,unk,0,2016,out
Northwest (Territory),20,0,2016,out
Northwest (Territory),21_30,1,2016,out
Northwest (Territory),31_40,0,2016,out
Northwest (Territory),41_50,0,2016,out
Northwest (Territory),51_60,0,2016,out
Northwest (Territory),61_70,0,2016,out
Northwest (Territory),71_80,0,2016,out
Northwest (Territory),81_90,0,2016,out
Northwest (Territory),91,0,2016,out
Northwest (Territory),unk,0,2016,out
Nova Scotia,20,0,2016,out
Nova Scotia,21_30,0,2016,out
Nova Scotia,31_40,0,2016,out
Nova Scotia,41_50,0,2016,out
Nova Scotia,51_60,2,2016,out
Nova Scotia,61_70,0,2016,out
Nova Scotia,71_80,0,2016,out
Nova Scotia,81_90,0,2016,out
Nova Scotia,91,0,2016,out
Nova Scotia,unk,0,2016,out
Nunavut,20,0,2016,out
Nunavut,21_30,0,2016,out
Nunavut,31_40,0,2016,out
Nunavut,41_50,0,2016,out
Nunavut,51_60,1,2016,out
Nunavut,61_70,0,2016,out
Nunavut,71_80,0,2016,out
Nunavut,81_90,0,2016,out
Nunavut,91,0,2016,out
Nunavut,unk,0,2016,out
Ohio,20,0,2016,out
Ohio,21_30,1,2016,out
Ohio,31_40,5,2016,out
Ohio,41_50,2,2016,out
Ohio,51_60,5,2016,out
Ohio,61_70,0,2016,out
Ohio,71_80,0,2016,out
Ohio,81_90,0,2016,out
Ohio,91,0,2016,out
Ohio,unk,0,2016,out
Oklahoma,20,0,2016,out
Oklahoma,21_30,52,2016,out
Oklahoma,31_40,53,2016,out
Oklahoma,41_50,48,2016,out
Oklahoma,51_60,19,2016,out
Oklahoma,61_70,21,2016,out
Oklahoma,71_80,15,2016,out
Oklahoma,81_90,2,2016,out
Oklahoma,91,1,2016,out
Oklahoma,unk,0,2016,out
Ontario,20,0,2016,out
Ontario,21_30,0,2016,out
Ontario,31_40,0,2016,out
Ontario,41_50,0,2016,out
Ontario,51_60,0,2016,out
Ontario,61_70,0,2016,out
Ontario,71_80,0,2016,out
Ontario,81_90,0,2016,out
Ontario,91,0,2016,out
Ontario,unk,0,2016,out
Oregon,20,0,2016,out
Oregon,21_30,878,2016,out
Oregon,31_40,1206,2016,out
Oregon,41_50,634,2016,out
Oregon,51_60,374,2016,out
Oregon,61_70,370,2016,out
Oregon,71_80,185,2016,out
Oregon,81_90,50,2016,out
Oregon,91,7,2016,out
Oregon,unk,0,2016,out
Other Non-Us Jurisdictions,20,0,2016,out
Other Non-Us Jurisdictions,21_30,2,2016,out
Other Non-Us Jurisdictions,31_40,9,2016,out
Other Non-Us Jurisdictions,41_50,14,2016,out
Other Non-Us Jurisdictions,51_60,3,2016,out
Other Non-Us Jurisdictions,61_70,1,2016,out
Other Non-Us Jurisdictions,71_80,3,2016,out
Other Non-Us Jurisdictions,81_90,0,2016,out
Other Non-Us Jurisdictions,91,0,2016,out
Other Non-Us Jurisdictions,unk,0,2016,out
Pennsylvania,20,0,2016,out
Pennsylvania,21_30,6,2016,out
Pennsylvania,31_40,5,2016,out
Pennsylvania,41_50,0,2016,out
Pennsylvania,51_60,0,2016,out
Pennsylvania,61_70,0,2016,out
Pennsylvania,71_80,0,2016,out
Pennsylvania,81_90,0,2016,out
Pennsylvania,91,0,2016,out
Pennsylvania,unk,0,2016,out
"Puerto Rico, Commonwealth Of",20,0,2016,out
"Puerto Rico, Commonwealth Of",21_30,0,2016,out
"Puerto Rico, Commonwealth Of",31_40,0,2016,out
"Puerto Rico, Commonwealth Of",41_50,0,2016,out
"Puerto Rico, Commonwealth Of",51_60,0,2016,out
"Puerto Rico, Commonwealth Of",61_70,0,2016,out
"Puerto Rico, Commonwealth Of",71_80,0,2016,out
"Puerto Rico, Commonwealth Of",81_90,0,2016,out
"Puerto Rico, Commonwealth Of",91,0,2016,out
"Puerto Rico, Commonwealth Of",unk,0,2016,out
Quebec,20,0,2016,out
Quebec,21_30,0,2016,out
Quebec,31_40,0,2016,out
Quebec,41_50,0,2016,out
Quebec,51_60,0,2016,out
Quebec,61_70,0,2016,out
Quebec,71_80,0,2016,out
Quebec,81_90,0,2016,out
Quebec,91,0,2016,out
Quebec,unk,0,2016,out
Rhode Island,20,0,2016,out
Rhode Island,21_30,12,2016,out
Rhode Island,31_40,8,2016,out
Rhode Island,41_50,3,2016,out
Rhode Island,51_60,4,2016,out
Rhode Island,61_70,0,2016,out
Rhode Island,71_80,0,2016,out
Rhode Island,81_90,0,2016,out
Rhode Island,91,0,2016,out
Rhode Island,unk,0,2016,out
Saskatchewan,20,0,2016,out
Saskatchewan,21_30,0,2016,out
Saskatchewan,31_40,2,2016,out
Saskatchewan,41_50,2,2016,out
Saskatchewan,51_60,0,2016,out
Saskatchewan,61_70,0,2016,out
Saskatchewan,71_80,0,2016,out
Saskatchewan,81_90,0,2016,out
Saskatchewan,91,0,2016,out
Saskatchewan,unk,0,2016,out
South Carolina,20,0,2016,out
South Carolina,21_30,42,2016,out
South Carolina,31_40,38,2016,out
South Carolina,41_50,17,2016,out
South Carolina,51_60,17,2016,out
South Carolina,61_70,13,2016,out
South Carolina,71_80,11,2016,out
South Carolina,81_90,2,2016,out
South Carolina,91,0,2016,out
South Carolina,unk,0,2016,out
South Dakota,20,0,2016,out
South Dakota,21_30,56,2016,out
South Dakota,31_40,57,2016,out
South Dakota,41_50,47,2016,out
South Dakota,51_60,18,2016,out
South Dakota,61_70,21,2016,out
South Dakota,71_80,13,2016,out
South Dakota,81_90,2,2016,out
South Dakota,91,0,2016,out
South Dakota,unk,0,2016,out
Tennessee,20,0,2016,out
Tennessee,21_30,0,2016,out
Tennessee,31_40,1,2016,out
Tennessee,41_50,0,2016,out
Tennessee,51_60,6,2016,out
Tennessee,61_70,1,2016,out
Tennessee,71_80,1,2016,out
Tennessee,81_90,0,2016,out
Tennessee,91,0,2016,out
Tennessee,unk,0,2016,out
Texas,20,1,2016,out
Texas,21_30,239,2016,out
Texas,31_40,459,2016,out
Texas,41_50,216,2016,out
Texas,51_60,158,2016,out
Texas,61_70,87,2016,out
Texas,71_80,50,2016,out
