"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Single-Year Ages"	"Single-Year Ages Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error	% of Total Deaths
	"Idaho"	"16"	"2004"	"2004"	"16 years"	"16"	12	21889	Unreliable	28.3	95.8	15.8	0.0%
	"Idaho"	"16"	"2004"	"2004"	"17 years"	"17"	14	21737	Unreliable	35.2	108.1	17.2	0.0%
	"Idaho"	"16"	"2004"	"2004"	"18 years"	"18"	18	22699	Unreliable	47.0	125.3	18.7	0.0%
	"Idaho"	"16"	"2004"	"2004"	"19 years"	"19"	22	22469	97.9	61.4	148.2	20.9	0.0%
	"Idaho"	"16"	"2004"	"2004"	"20 years"	"20"	18	21209	Unreliable	50.3	134.1	20.0	0.0%
	"Idaho"	"16"	"2004"	"2004"	"21 years"	"21"	23	21828	105.4	66.8	158.1	22.0	0.0%
	"Idaho"	"16"	"2004"	"2004"	"22 years"	"22"	11	22155	Unreliable	24.8	88.8	15.0	0.0%
	"Idaho"	"16"	"2004"	"2004"	"23 years"	"23"	20	21348	93.7	57.2	144.7	20.9	0.0%
	"Idaho"	"16"	"2004"	"2004"	"24 years"	"24"	20	20664	96.8	59.1	149.5	21.6	0.0%
	"Idaho"	"16"	"2004"	"2004"	"25 years"	"25"	19	19903	Unreliable	57.5	149.1	21.9	0.0%
	"Idaho"	"16"	"2004"	"2004"	"26 years"	"26"	15	17832	Unreliable	47.1	138.7	21.7	0.0%
	"Idaho"	"16"	"2004"	"2004"	"27 years"	"27"	17	18524	Unreliable	53.5	146.9	22.3	0.0%
	"Idaho"	"16"	"2004"	"2004"	"28 years"	"28"	14	16787	Unreliable	45.6	139.9	22.3	0.0%
	"Idaho"	"16"	"2004"	"2004"	"29 years"	"29"	22	17459	126.0	79.0	190.8	26.9	0.0%
	"Idaho"	"16"	"2004"	"2004"	"30 years"	"30"	Suppressed	17323	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"2004"	"2004"	"31 years"	"31"	15	17097	Unreliable	49.1	144.7	22.7	0.0%
	"Idaho"	"16"	"2004"	"2004"	"32 years"	"32"	21	17637	119.1	73.7	182.0	26.0	0.0%
	"Idaho"	"16"	"2004"	"2004"	"33 years"	"33"	21	18865	111.3	68.9	170.2	24.3	0.0%
	"Idaho"	"16"	"2004"	"2004"	"34 years"	"34"	14	18711	Unreliable	40.9	125.5	20.0	0.0%
	"Idaho"	"16"	"2004"	"2004"	"35 years"	"35"	27	18064	149.5	98.5	217.5	28.8	0.0%
	"Idaho"	"16"	"2004"	"2004"	"36 years"	"36"	13	16990	Unreliable	40.7	130.8	21.2	0.0%
	"Idaho"	"16"	"2004"	"2004"	"37 years"	"37"	36	17439	206.4	144.6	285.8	34.4	0.0%
	"Idaho"	"16"	"2004"	"2004"	"38 years"	"38"	28	17803	157.3	104.5	227.3	29.7	0.0%
	"Idaho"	"16"	"2004"	"2004"	"39 years"	"39"	30	18513	162.0	109.3	231.3	29.6	0.0%
	"Idaho"	"16"	"2004"	"2004"	"40 years"	"40"	35	19052	183.7	128.0	255.5	31.1	0.0%
	"Idaho"	"16"	"2004"	"2004"	"41 years"	"41"	39	19715	197.8	140.7	270.4	31.7	0.0%
	"Idaho"	"16"	"2004"	"2004"	"42 years"	"42"	28	20072	139.5	92.7	201.6	26.4	0.0%
	"Idaho"	"16"	"2004"	"2004"	"43 years"	"43"	38	20442	185.9	131.5	255.2	30.2	0.0%
	"Idaho"	"16"	"2004"	"2004"	"44 years"	"44"	46	20690	222.3	162.8	296.6	32.8	0.0%
	"Idaho"	"16"	"2004"	"2004"	"45 years"	"45"	62	19527	317.5	243.4	407.0	40.3	0.0%
	"Idaho"	"16"	"2004"	"2004"	"46 years"	"46"	61	20078	303.8	232.4	390.3	38.9	0.0%
	"Idaho"	"16"	"2004"	"2004"	"47 years"	"47"	59	20428	288.8	219.9	372.6	37.6	0.0%
	"Idaho"	"16"	"2004"	"2004"	"48 years"	"48"	69	19447	354.8	276.1	449.0	42.7	0.0%
	"Idaho"	"16"	"2004"	"2004"	"49 years"	"49"	70	19950	350.9	273.5	443.3	41.9	0.0%
	"Idaho"	"16"	"2004"	"2004"	"50 years"	"50"	65	19437	334.4	258.1	426.2	41.5	0.0%
	"Idaho"	"16"	"2004"	"2004"	"51 years"	"51"	84	19019	441.7	352.3	546.8	48.2	0.0%
	"Idaho"	"16"	"2004"	"2004"	"52 years"	"52"	69	18431	374.4	291.3	473.8	45.1	0.0%
	"Idaho"	"16"	"2004"	"2004"	"53 years"	"53"	85	17643	481.8	384.8	595.7	52.3	0.0%
	"Idaho"	"16"	"2004"	"2004"	"54 years"	"54"	96	17416	551.2	446.5	673.1	56.3	0.0%
	"Idaho"	"16"	"2004"	"2004"	"55 years"	"55"	95	16538	574.4	464.8	702.2	58.9	0.0%
	"Idaho"	"16"	"2004"	"2004"	"56 years"	"56"	71	16642	426.6	333.2	538.1	50.6	0.0%
	"Idaho"	"16"	"2004"	"2004"	"57 years"	"57"	107	16924	632.2	512.4	752.0	61.1	0.0%
	"Idaho"	"16"	"2004"	"2004"	"58 years"	"58"	87	12971	670.7	537.2	827.3	71.9	0.0%
	"Idaho"	"16"	"2004"	"2004"	"59 years"	"59"	76	13190	576.2	454.0	721.2	66.1	0.0%
	"Idaho"	"16"	"2004"	"2004"	"60 years"	"60"	113	12857	878.9	716.8	1041.0	82.7	0.0%
	"Idaho"	"16"	"2004"	"2004"	"61 years"	"61"	128	13058	980.2	810.4	1150.1	86.6	0.0%
	"Idaho"	"16"	"2004"	"2004"	"62 years"	"62"	115	11541	996.4	814.3	1178.6	92.9	0.0%
	"Idaho"	"16"	"2004"	"2004"	"63 years"	"63"	91	11094	820.3	660.4	1007.1	86.0	0.0%
	"Idaho"	"16"	"2004"	"2004"	"64 years"	"64"	123	10568	1163.9	958.2	1369.6	104.9	0.0%
	"Idaho"	"16"	"2004"	"2004"	"65 years"	"65"	138	10024	1376.7	1147.0	1606.4	117.2	0.1%
	"Idaho"	"16"	"2004"	"2004"	"66 years"	"66"	133	9508	1398.8	1161.1	1636.6	121.3	0.1%
	"Idaho"	"16"	"2004"	"2004"	"67 years"	"67"	143	9322	1534.0	1282.6	1785.4	128.3	0.1%
	"Idaho"	"16"	"2004"	"2004"	"68 years"	"68"	146	8704	1677.4	1405.3	1949.5	138.8	0.1%
	"Idaho"	"16"	"2004"	"2004"	"69 years"	"69"	150	8698	1724.5	1448.6	2000.5	140.8	0.1%
	"Idaho"	"16"	"2004"	"2004"	"70 years"	"70"	167	7861	2124.4	1802.2	2446.6	164.4	0.1%
	"Idaho"	"16"	"2004"	"2004"	"71 years"	"71"	168	7606	2208.8	1874.8	2542.8	170.4	0.1%
	"Idaho"	"16"	"2004"	"2004"	"72 years"	"72"	187	7522	2486.0	2129.7	2842.4	181.8	0.1%
	"Idaho"	"16"	"2004"	"2004"	"73 years"	"73"	195	7084	2752.7	2366.3	3139.0	197.1	0.1%
	"Idaho"	"16"	"2004"	"2004"	"74 years"	"74"	202	7172	2816.5	2428.1	3204.9	198.2	0.1%
	"Idaho"	"16"	"2004"	"2004"	"75 years"	"75"	228	6680	3413.2	2970.1	3856.2	226.0	0.1%
	"Idaho"	"16"	"2004"	"2004"	"76 years"	"76"	243	6579	3693.6	3229.2	4158.0	236.9	0.1%
	"Idaho"	"16"	"2004"	"2004"	"77 years"	"77"	244	6354	3840.1	3358.3	4321.9	245.8	0.1%
	"Idaho"	"16"	"2004"	"2004"	"78 years"	"78"	277	5945	4659.4	4110.7	5208.1	280.0	0.1%
	"Idaho"	"16"	"2004"	"2004"	"79 years"	"79"	277	5866	4722.1	4166.0	5278.2	283.7	0.1%
	"Idaho"	"16"	"2004"	"2004"	"80 years"	"80"	279	5512	5061.7	4467.7	5655.6	303.0	0.1%
	"Idaho"	"16"	"2004"	"2004"	"81 years"	"81"	282	4979	5663.8	5002.7	6324.8	337.3	0.1%
	"Idaho"	"16"	"2004"	"2004"	"82 years"	"82"	322	4868	6614.6	5892.1	7337.1	368.6	0.1%
	"Idaho"	"16"	"2004"	"2004"	"83 years"	"83"	317	4506	7035.1	6260.6	7809.5	395.1	0.1%
	"Idaho"	"16"	"2004"	"2004"	"84 years"	"84"	336	4059	8277.9	7392.8	9163.0	451.6	0.1%
	"Idaho"	"16"	"2004"	"2004"	"85 years"	"85"	315	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.1%
	"Idaho"	"16"	"2004"	"2004"	"86 years"	"86"	284	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.1%
	"Idaho"	"16"	"2004"	"2004"	"87 years"	"87"	347	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.1%
	"Idaho"	"16"	"2004"	"2004"	"88 years"	"88"	321	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.1%
	"Idaho"	"16"	"2004"	"2004"	"89 years"	"89"	258	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.1%
	"Idaho"	"16"	"2004"	"2004"	"90 years"	"90"	252	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.1%
	"Idaho"	"16"	"2004"	"2004"	"91 years"	"91"	228	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.1%
	"Idaho"	"16"	"2004"	"2004"	"92 years"	"92"	202	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.1%
	"Idaho"	"16"	"2004"	"2004"	"93 years"	"93"	184	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.1%
	"Idaho"	"16"	"2004"	"2004"	"94 years"	"94"	154	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.1%
	"Idaho"	"16"	"2004"	"2004"	"95 years"	"95"	120	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"2004"	"2004"	"96 years"	"96"	103	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"2004"	"2004"	"97 years"	"97"	69	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"2004"	"2004"	"98 years"	"98"	52	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"2004"	"2004"	"99 years"	"99"	39	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"2004"	"2004"	"100+ years"	"100"	74	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"2004"	"2004"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"2005"	"2005"	"< 1 year"	"0"	141	22898	615.8	514.1	717.4	51.9	0.1%
	"Idaho"	"16"	"2005"	"2005"	"1 year"	"1"	11	22719	Unreliable	24.2	86.6	14.6	0.0%
	"Idaho"	"16"	"2005"	"2005"	"2 years"	"2"	12	21868	Unreliable	28.4	95.9	15.8	0.0%
	"Idaho"	"16"	"2005"	"2005"	"3 years"	"3"	Suppressed	21760	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"2005"	"2005"	"4 years"	"4"	Suppressed	21791	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"2005"	"2005"	"5 years"	"5"	0	21793	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"2005"	"2005"	"6 years"	"6"	Suppressed	21166	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"2005"	"2005"	"7 years"	"7"	Suppressed	20668	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"2005"	"2005"	"8 years"	"8"	Suppressed	21202	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"2005"	"2005"	"9 years"	"9"	Suppressed	21245	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"2005"	"2005"	"10 years"	"10"	Suppressed	21311	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"2005"	"2005"	"11 years"	"11"	Suppressed	21506	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"2005"	"2005"	"12 years"	"12"	Suppressed	22152	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"2005"	"2005"	"13 years"	"13"	Suppressed	22047	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"2005"	"2005"	"14 years"	"14"	Suppressed	22702	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"2005"	"2005"	"15 years"	"15"	Suppressed	23029	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"2005"	"2005"	"16 years"	"16"	Suppressed	22582	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"2005"	"2005"	"17 years"	"17"	17	22212	Unreliable	44.6	122.5	18.6	0.0%
	"Idaho"	"16"	"2005"	"2005"	"18 years"	"18"	14	22540	Unreliable	34.0	104.2	16.6	0.0%
	"Idaho"	"16"	"2005"	"2005"	"19 years"	"19"	13	22039	Unreliable	31.4	100.9	16.4	0.0%
	"Idaho"	"16"	"2005"	"2005"	"20 years"	"20"	12	21458	Unreliable	28.9	97.7	16.1	0.0%
	"Idaho"	"16"	"2005"	"2005"	"21 years"	"21"	22	21435	102.6	64.3	155.4	21.9	0.0%
	"Idaho"	"16"	"2005"	"2005"	"22 years"	"22"	20	22230	90.0	55.0	138.9	20.1	0.0%
	"Idaho"	"16"	"2005"	"2005"	"23 years"	"23"	18	22217	Unreliable	48.0	128.0	19.1	0.0%
	"Idaho"	"16"	"2005"	"2005"	"24 years"	"24"	24	21203	113.2	72.5	168.4	23.1	0.0%
	"Idaho"	"16"	"2005"	"2005"	"25 years"	"25"	20	20323	98.4	60.1	152.0	22.0	0.0%
	"Idaho"	"16"	"2005"	"2005"	"26 years"	"26"	22	20016	109.9	68.9	166.4	23.4	0.0%
	"Idaho"	"16"	"2005"	"2005"	"27 years"	"27"	16	18044	Unreliable	50.7	144.0	22.2	0.0%
	"Idaho"	"16"	"2005"	"2005"	"28 years"	"28"	14	18755	Unreliable	40.8	125.2	20.0	0.0%
	"Idaho"	"16"	"2005"	"2005"	"29 years"	"29"	22	17078	128.8	80.7	195.0	27.5	0.0%
	"Idaho"	"16"	"2005"	"2005"	"30 years"	"30"	19	18184	Unreliable	62.9	163.2	24.0	0.0%
	"Idaho"	"16"	"2005"	"2005"	"31 years"	"31"	12	17581	Unreliable	35.3	119.2	19.7	0.0%
	"Idaho"	"16"	"2005"	"2005"	"32 years"	"32"	24	17873	134.3	86.0	199.8	27.4	0.0%
	"Idaho"	"16"	"2005"	"2005"	"33 years"	"33"	13	17882	Unreliable	38.7	124.3	20.2	0.0%
	"Idaho"	"16"	"2005"	"2005"	"34 years"	"34"	23	19527	117.8	74.7	176.7	24.6	0.0%
	"Idaho"	"16"	"2005"	"2005"	"35 years"	"35"	22	19136	115.0	72.0	174.1	24.5	0.0%
	"Idaho"	"16"	"2005"	"2005"	"36 years"	"36"	20	18156	110.2	67.3	170.1	24.6	0.0%
	"Idaho"	"16"	"2005"	"2005"	"37 years"	"37"	25	17328	144.3	93.4	213.0	28.9	0.0%
	"Idaho"	"16"	"2005"	"2005"	"38 years"	"38"	27	17747	152.1	100.3	221.4	29.3	0.0%
	"Idaho"	"16"	"2005"	"2005"	"39 years"	"39"	21	17968	116.9	72.3	178.7	25.5	0.0%
	"Idaho"	"16"	"2005"	"2005"	"40 years"	"40"	37	18826	196.5	138.4	270.9	32.3	0.0%
	"Idaho"	"16"	"2005"	"2005"	"41 years"	"41"	23	19483	118.1	74.8	177.1	24.6	0.0%
	"Idaho"	"16"	"2005"	"2005"	"42 years"	"42"	44	19939	220.7	160.3	296.2	33.3	0.0%
	"Idaho"	"16"	"2005"	"2005"	"43 years"	"43"	45	20360	221.0	161.2	295.7	32.9	0.0%
	"Idaho"	"16"	"2005"	"2005"	"44 years"	"44"	50	20573	243.0	180.4	320.4	34.4	0.0%
	"Idaho"	"16"	"2005"	"2005"	"45 years"	"45"	49	20750	236.1	174.7	312.2	33.7	0.0%
	"Idaho"	"16"	"2005"	"2005"	"46 years"	"46"	51	19972	255.4	190.1	335.7	35.8	0.0%
	"Idaho"	"16"	"2005"	"2005"	"47 years"	"47"	60	20499	292.7	223.4	376.8	37.8	0.0%
	"Idaho"	"16"	"2005"	"2005"	"48 years"	"48"	63	20602	305.8	235.0	391.2	38.5	0.0%
	"Idaho"	"16"	"2005"	"2005"	"49 years"	"49"	48	19819	242.2	178.6	321.1	35.0	0.0%
	"Idaho"	"16"	"2005"	"2005"	"50 years"	"50"	58	20036	289.5	219.8	374.2	38.0	0.0%
	"Idaho"	"16"	"2005"	"2005"	"51 years"	"51"	100	19799	505.1	406.1	604.1	50.5	0.0%
	"Idaho"	"16"	"2005"	"2005"	"52 years"	"52"	95	19235	493.9	399.6	603.8	50.7	0.0%
	"Idaho"	"16"	"2005"	"2005"	"53 years"	"53"	94	18715	502.3	405.9	614.7	51.8	0.0%
	"Idaho"	"16"	"2005"	"2005"	"54 years"	"54"	73	17899	407.8	319.7	512.8	47.7	0.0%
	"Idaho"	"16"	"2005"	"2005"	"55 years"	"55"	84	17391	483.0	385.3	598.0	52.7	0.0%
	"Idaho"	"16"	"2005"	"2005"	"56 years"	"56"	84	16872	497.9	397.1	616.4	54.3	0.0%
	"Idaho"	"16"	"2005"	"2005"	"57 years"	"57"	110	17098	643.4	523.1	763.6	61.3	0.0%
	"Idaho"	"16"	"2005"	"2005"	"58 years"	"58"	112	16976	659.8	537.6	781.9	62.3	0.0%
	"Idaho"	"16"	"2005"	"2005"	"59 years"	"59"	82	13264	618.2	491.7	767.4	68.3	0.0%
	"Idaho"	"16"	"2005"	"2005"	"60 years"	"60"	105	13309	788.9	638.0	939.8	77.0	0.0%
	"Idaho"	"16"	"2005"	"2005"	"61 years"	"61"	105	13172	797.1	644.7	949.6	77.8	0.0%
	"Idaho"	"16"	"2005"	"2005"	"62 years"	"62"	135	13261	1018.0	846.3	1189.8	87.6	0.1%
	"Idaho"	"16"	"2005"	"2005"	"63 years"	"63"	119	11897	1000.3	820.5	1180.0	91.7	0.0%
	"Idaho"	"16"	"2005"	"2005"	"64 years"	"64"	128	10991	1164.6	962.8	1366.3	102.9	0.0%
	"Idaho"	"16"	"2005"	"2005"	"65 years"	"65"	135	10641	1268.7	1054.7	1482.7	109.2	0.1%
	"Idaho"	"16"	"2005"	"2005"	"66 years"	"66"	140	10237	1367.6	1141.0	1594.1	115.6	0.1%
	"Idaho"	"16"	"2005"	"2005"	"67 years"	"67"	167	9659	1729.0	1466.7	1991.2	133.8	0.1%
	"Idaho"	"16"	"2005"	"2005"	"68 years"	"68"	173	9250	1870.3	1591.6	2149.0	142.2	0.1%
	"Idaho"	"16"	"2005"	"2005"	"69 years"	"69"	170	8676	1959.4	1664.9	2254.0	150.3	0.1%
	"Idaho"	"16"	"2005"	"2005"	"70 years"	"70"	187	8594	2175.9	1864.1	2487.8	159.1	0.1%
	"Idaho"	"16"	"2005"	"2005"	"71 years"	"71"	156	7950	1962.3	1654.3	2270.2	157.1	0.1%
	"Idaho"	"16"	"2005"	"2005"	"72 years"	"72"	193	7423	2600.0	2233.2	2966.8	187.2	0.1%
	"Idaho"	"16"	"2005"	"2005"	"73 years"	"73"	203	7505	2704.9	2332.8	3077.0	189.8	0.1%
	"Idaho"	"16"	"2005"	"2005"	"74 years"	"74"	203	6839	2968.3	2559.9	3376.6	208.3	0.1%
	"Idaho"	"16"	"2005"	"2005"	"75 years"	"75"	226	7044	3208.4	2790.1	3626.7	213.4	0.1%
	"Idaho"	"16"	"2005"	"2005"	"76 years"	"76"	239	6544	3652.2	3189.2	4115.2	236.2	0.1%
	"Idaho"	"16"	"2005"	"2005"	"77 years"	"77"	278	6487	4285.5	3781.7	4789.3	257.0	0.1%
	"Idaho"	"16"	"2005"	"2005"	"78 years"	"78"	269	6163	4364.8	3843.2	4886.4	266.1	0.1%
	"Idaho"	"16"	"2005"	"2005"	"79 years"	"79"	259	5689	4552.6	3998.2	5107.1	282.9	0.1%
	"Idaho"	"16"	"2005"	"2005"	"80 years"	"80"	310	5610	5525.8	4910.7	6141.0	313.8	0.1%
	"Idaho"	"16"	"2005"	"2005"	"81 years"	"81"	361	5235	6895.9	6184.5	7607.3	362.9	0.1%
	"Idaho"	"16"	"2005"	"2005"	"82 years"	"82"	333	4691	7098.7	6336.2	7861.2	389.0	0.1%
	"Idaho"	"16"	"2005"	"2005"	"83 years"	"83"	338	4582	7376.7	6590.3	8163.1	401.2	0.1%
	"Idaho"	"16"	"2005"	"2005"	"84 years"	"84"	332	4241	7828.3	6986.3	8670.4	429.6	0.1%
	"Idaho"	"16"	"2005"	"2005"	"85 years"	"85"	366	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.1%
	"Idaho"	"16"	"2005"	"2005"	"86 years"	"86"	363	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.1%
	"Idaho"	"16"	"2005"	"2005"	"87 years"	"87"	354	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.1%
	"Idaho"	"16"	"2005"	"2005"	"88 years"	"88"	297	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.1%
	"Idaho"	"16"	"2005"	"2005"	"89 years"	"89"	293	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.1%
	"Idaho"	"16"	"2005"	"2005"	"90 years"	"90"	282	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.1%
	"Idaho"	"16"	"2005"	"2005"	"91 years"	"91"	270	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.1%
	"Idaho"	"16"	"2005"	"2005"	"92 years"	"92"	230	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.1%
	"Idaho"	"16"	"2005"	"2005"	"93 years"	"93"	208	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.1%
	"Idaho"	"16"	"2005"	"2005"	"94 years"	"94"	142	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.1%
	"Idaho"	"16"	"2005"	"2005"	"95 years"	"95"	127	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"2005"	"2005"	"96 years"	"96"	102	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"2005"	"2005"	"97 years"	"97"	78	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"2005"	"2005"	"98 years"	"98"	52	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"2005"	"2005"	"99 years"	"99"	39	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"2005"	"2005"	"100+ years"	"100"	64	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"2005"	"2005"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"2006"	"2006"	"< 1 year"	"0"	165	23746	694.9	588.8	800.9	54.1	0.1%
	"Idaho"	"16"	"2006"	"2006"	"1 year"	"1"	16	23351	Unreliable	39.2	111.3	17.1	0.0%
	"Idaho"	"16"	"2006"	"2006"	"2 years"	"2"	10	23008	Unreliable	20.8	79.9	13.7	0.0%
	"Idaho"	"16"	"2006"	"2006"	"3 years"	"3"	Suppressed	22235	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"2006"	"2006"	"4 years"	"4"	Suppressed	22359	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"2006"	"2006"	"5 years"	"5"	Suppressed	22707	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"2006"	"2006"	"6 years"	"6"	Suppressed	22143	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"2006"	"2006"	"7 years"	"7"	Suppressed	21872	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"2006"	"2006"	"8 years"	"8"	Suppressed	21098	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"2006"	"2006"	"9 years"	"9"	Suppressed	22044	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"2006"	"2006"	"10 years"	"10"	Suppressed	22126	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"2006"	"2006"	"11 years"	"11"	Suppressed	21895	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"2006"	"2006"	"12 years"	"12"	Suppressed	22074	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"2006"	"2006"	"13 years"	"13"	Suppressed	22293	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"2006"	"2006"	"14 years"	"14"	11	22558	Unreliable	24.3	87.3	14.7	0.0%
	"Idaho"	"16"	"2006"	"2006"	"15 years"	"15"	Suppressed	23016	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"2006"	"2006"	"16 years"	"16"	17	23498	Unreliable	42.1	115.8	17.5	0.0%
	"Idaho"	"16"	"2006"	"2006"	"17 years"	"17"	19	22730	Unreliable	50.3	130.5	19.2	0.0%
	"Idaho"	"16"	"2006"	"2006"	"18 years"	"18"	14	22827	Unreliable	33.5	102.9	16.4	0.0%
	"Idaho"	"16"	"2006"	"2006"	"19 years"	"19"	18	21849	Unreliable	48.8	130.2	19.4	0.0%
	"Idaho"	"16"	"2006"	"2006"	"20 years"	"20"	19	21166	Unreliable	54.0	140.2	20.6	0.0%
	"Idaho"	"16"	"2006"	"2006"	"21 years"	"21"	Suppressed	21789	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"2006"	"2006"	"22 years"	"22"	27	21964	122.9	81.0	178.9	23.7	0.0%
	"Idaho"	"16"	"2006"	"2006"	"23 years"	"23"	19	22241	Unreliable	51.4	133.4	19.6	0.0%
	"Idaho"	"16"	"2006"	"2006"	"24 years"	"24"	18	22008	Unreliable	48.5	129.3	19.3	0.0%
	"Idaho"	"16"	"2006"	"2006"	"25 years"	"25"	20	21318	93.8	57.3	144.9	21.0	0.0%
	"Idaho"	"16"	"2006"	"2006"	"26 years"	"26"	14	20451	Unreliable	37.4	114.9	18.3	0.0%
	"Idaho"	"16"	"2006"	"2006"	"27 years"	"27"	16	20347	Unreliable	44.9	127.7	19.7	0.0%
	"Idaho"	"16"	"2006"	"2006"	"28 years"	"28"	18	18338	Unreliable	58.2	155.1	23.1	0.0%
	"Idaho"	"16"	"2006"	"2006"	"29 years"	"29"	18	19195	Unreliable	55.6	148.2	22.1	0.0%
	"Idaho"	"16"	"2006"	"2006"	"30 years"	"30"	12	17958	Unreliable	34.5	116.7	19.3	0.0%
