"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Single-Year Ages"	"Single-Year Ages Code"	Deaths	% of Total Deaths
	"Idaho"	"16"	"2021"	"2021"	"42 years"	"42"	63	0.1%
	"Idaho"	"16"	"2021"	"2021"	"43 years"	"43"	71	0.1%
	"Idaho"	"16"	"2021"	"2021"	"44 years"	"44"	57	0.1%
	"Idaho"	"16"	"2021"	"2021"	"45 years"	"45"	68	0.1%
	"Idaho"	"16"	"2021"	"2021"	"46 years"	"46"	64	0.1%
	"Idaho"	"16"	"2021"	"2021"	"47 years"	"47"	68	0.1%
	"Idaho"	"16"	"2021"	"2021"	"48 years"	"48"	91	0.1%
	"Idaho"	"16"	"2021"	"2021"	"49 years"	"49"	103	0.1%
	"Idaho"	"16"	"2021"	"2021"	"50 years"	"50"	102	0.1%
	"Idaho"	"16"	"2021"	"2021"	"51 years"	"51"	136	0.2%
	"Idaho"	"16"	"2021"	"2021"	"52 years"	"52"	119	0.1%
	"Idaho"	"16"	"2021"	"2021"	"53 years"	"53"	110	0.1%
	"Idaho"	"16"	"2021"	"2021"	"54 years"	"54"	126	0.2%
	"Idaho"	"16"	"2021"	"2021"	"55 years"	"55"	151	0.2%
	"Idaho"	"16"	"2021"	"2021"	"56 years"	"56"	164	0.2%
	"Idaho"	"16"	"2021"	"2021"	"57 years"	"57"	163	0.2%
	"Idaho"	"16"	"2021"	"2021"	"58 years"	"58"	193	0.2%
	"Idaho"	"16"	"2021"	"2021"	"59 years"	"59"	218	0.3%
	"Idaho"	"16"	"2021"	"2021"	"60 years"	"60"	238	0.3%
	"Idaho"	"16"	"2021"	"2021"	"61 years"	"61"	265	0.3%
	"Idaho"	"16"	"2021"	"2021"	"62 years"	"62"	293	0.4%
	"Idaho"	"16"	"2021"	"2021"	"63 years"	"63"	283	0.4%
	"Idaho"	"16"	"2021"	"2021"	"64 years"	"64"	310	0.4%
	"Idaho"	"16"	"2021"	"2021"	"65 years"	"65"	311	0.4%
	"Idaho"	"16"	"2021"	"2021"	"66 years"	"66"	296	0.4%
	"Idaho"	"16"	"2021"	"2021"	"67 years"	"67"	334	0.4%
	"Idaho"	"16"	"2021"	"2021"	"68 years"	"68"	370	0.5%
	"Idaho"	"16"	"2021"	"2021"	"69 years"	"69"	407	0.5%
	"Idaho"	"16"	"2021"	"2021"	"70 years"	"70"	381	0.5%
	"Idaho"	"16"	"2021"	"2021"	"71 years"	"71"	419	0.5%
	"Idaho"	"16"	"2021"	"2021"	"72 years"	"72"	399	0.5%
	"Idaho"	"16"	"2021"	"2021"	"73 years"	"73"	438	0.5%
	"Idaho"	"16"	"2021"	"2021"	"74 years"	"74"	535	0.7%
	"Idaho"	"16"	"2021"	"2021"	"75 years"	"75"	426	0.5%
	"Idaho"	"16"	"2021"	"2021"	"76 years"	"76"	400	0.5%
	"Idaho"	"16"	"2021"	"2021"	"77 years"	"77"	424	0.5%
	"Idaho"	"16"	"2021"	"2021"	"78 years"	"78"	547	0.7%
	"Idaho"	"16"	"2021"	"2021"	"79 years"	"79"	506	0.6%
	"Idaho"	"16"	"2021"	"2021"	"80 years"	"80"	453	0.6%
	"Idaho"	"16"	"2021"	"2021"	"81 years"	"81"	506	0.6%
	"Idaho"	"16"	"2021"	"2021"	"82 years"	"82"	483	0.6%
	"Idaho"	"16"	"2021"	"2021"	"83 years"	"83"	490	0.6%
	"Idaho"	"16"	"2021"	"2021"	"84 years"	"84"	485	0.6%
	"Idaho"	"16"	"2021"	"2021"	"85 years"	"85"	441	0.5%
	"Idaho"	"16"	"2021"	"2021"	"86 years"	"86"	494	0.6%
	"Idaho"	"16"	"2021"	"2021"	"87 years"	"87"	451	0.6%
	"Idaho"	"16"	"2021"	"2021"	"88 years"	"88"	473	0.6%
	"Idaho"	"16"	"2021"	"2021"	"89 years"	"89"	451	0.6%
	"Idaho"	"16"	"2021"	"2021"	"90 years"	"90"	430	0.5%
	"Idaho"	"16"	"2021"	"2021"	"91 years"	"91"	438	0.5%
	"Idaho"	"16"	"2021"	"2021"	"92 years"	"92"	356	0.4%
	"Idaho"	"16"	"2021"	"2021"	"93 years"	"93"	341	0.4%
	"Idaho"	"16"	"2021"	"2021"	"94 years"	"94"	312	0.4%
	"Idaho"	"16"	"2021"	"2021"	"95 years"	"95"	247	0.3%
	"Idaho"	"16"	"2021"	"2021"	"96 years"	"96"	203	0.3%
	"Idaho"	"16"	"2021"	"2021"	"97 years"	"97"	148	0.2%
	"Idaho"	"16"	"2021"	"2021"	"98 years"	"98"	103	0.1%
	"Idaho"	"16"	"2021"	"2021"	"99 years"	"99"	87	0.1%
	"Idaho"	"16"	"2021"	"2021"	"100+ years"	"100"	141	0.2%
	"Idaho"	"16"	"2021"	"2021"	"Not Stated"	"NS"	0	0.0%
	"Idaho"	"16"	"2022 "	"2022"	"< 1 year"	"0"	117	0.1%
	"Idaho"	"16"	"2022 "	"2022"	"1 year"	"1"	Suppressed	Suppressed
	"Idaho"	"16"	"2022 "	"2022"	"2 years"	"2"	Suppressed	Suppressed
	"Idaho"	"16"	"2022 "	"2022"	"3 years"	"3"	Suppressed	Suppressed
	"Idaho"	"16"	"2022 "	"2022"	"4 years"	"4"	Suppressed	Suppressed
	"Idaho"	"16"	"2022 "	"2022"	"5 years"	"5"	Suppressed	Suppressed
	"Idaho"	"16"	"2022 "	"2022"	"6 years"	"6"	Suppressed	Suppressed
	"Idaho"	"16"	"2022 "	"2022"	"7 years"	"7"	Suppressed	Suppressed
	"Idaho"	"16"	"2022 "	"2022"	"8 years"	"8"	Suppressed	Suppressed
	"Idaho"	"16"	"2022 "	"2022"	"9 years"	"9"	Suppressed	Suppressed
	"Idaho"	"16"	"2022 "	"2022"	"10 years"	"10"	Suppressed	Suppressed
	"Idaho"	"16"	"2022 "	"2022"	"11 years"	"11"	Suppressed	Suppressed
	"Idaho"	"16"	"2022 "	"2022"	"12 years"	"12"	Suppressed	Suppressed
	"Idaho"	"16"	"2022 "	"2022"	"13 years"	"13"	Suppressed	Suppressed
	"Idaho"	"16"	"2022 "	"2022"	"14 years"	"14"	15	0.0%
	"Idaho"	"16"	"2022 "	"2022"	"15 years"	"15"	15	0.0%
	"Idaho"	"16"	"2022 "	"2022"	"16 years"	"16"	14	0.0%
	"Idaho"	"16"	"2022 "	"2022"	"17 years"	"17"	Suppressed	Suppressed
	"Idaho"	"16"	"2022 "	"2022"	"18 years"	"18"	13	0.0%
	"Idaho"	"16"	"2022 "	"2022"	"19 years"	"19"	22	0.0%
	"Idaho"	"16"	"2022 "	"2022"	"20 years"	"20"	24	0.0%
	"Idaho"	"16"	"2022 "	"2022"	"21 years"	"21"	19	0.0%
	"Idaho"	"16"	"2022 "	"2022"	"22 years"	"22"	23	0.0%
	"Idaho"	"16"	"2022 "	"2022"	"23 years"	"23"	29	0.0%
	"Idaho"	"16"	"2022 "	"2022"	"24 years"	"24"	29	0.0%
	"Idaho"	"16"	"2022 "	"2022"	"25 years"	"25"	28	0.0%
	"Idaho"	"16"	"2022 "	"2022"	"26 years"	"26"	33	0.0%
	"Idaho"	"16"	"2022 "	"2022"	"27 years"	"27"	33	0.0%
	"Idaho"	"16"	"2022 "	"2022"	"28 years"	"28"	43	0.1%
	"Idaho"	"16"	"2022 "	"2022"	"29 years"	"29"	22	0.0%
	"Idaho"	"16"	"2022 "	"2022"	"30 years"	"30"	35	0.0%
	"Idaho"	"16"	"2022 "	"2022"	"31 years"	"31"	36	0.0%
	"Idaho"	"16"	"2022 "	"2022"	"32 years"	"32"	32	0.0%
	"Idaho"	"16"	"2022 "	"2022"	"33 years"	"33"	48	0.1%
	"Idaho"	"16"	"2022 "	"2022"	"34 years"	"34"	44	0.1%
	"Idaho"	"16"	"2022 "	"2022"	"35 years"	"35"	39	0.0%
	"Idaho"	"16"	"2022 "	"2022"	"36 years"	"36"	36	0.0%
	"Idaho"	"16"	"2022 "	"2022"	"37 years"	"37"	38	0.0%
	"Idaho"	"16"	"2022 "	"2022"	"38 years"	"38"	44	0.1%
	"Idaho"	"16"	"2022 "	"2022"	"39 years"	"39"	55	0.1%
	"Idaho"	"16"	"2022 "	"2022"	"40 years"	"40"	51	0.1%
	"Idaho"	"16"	"2022 "	"2022"	"41 years"	"41"	62	0.1%
	"Idaho"	"16"	"2022 "	"2022"	"42 years"	"42"	51	0.1%
	"Idaho"	"16"	"2022 "	"2022"	"43 years"	"43"	55	0.1%
	"Idaho"	"16"	"2022 "	"2022"	"44 years"	"44"	52	0.1%
	"Idaho"	"16"	"2022 "	"2022"	"45 years"	"45"	72	0.1%
	"Idaho"	"16"	"2022 "	"2022"	"46 years"	"46"	62	0.1%
	"Idaho"	"16"	"2022 "	"2022"	"47 years"	"47"	68	0.1%
	"Idaho"	"16"	"2022 "	"2022"	"48 years"	"48"	70	0.1%
	"Idaho"	"16"	"2022 "	"2022"	"49 years"	"49"	83	0.1%
	"Idaho"	"16"	"2022 "	"2022"	"50 years"	"50"	79	0.1%
	"Idaho"	"16"	"2022 "	"2022"	"51 years"	"51"	88	0.1%
	"Idaho"	"16"	"2022 "	"2022"	"52 years"	"52"	112	0.1%
	"Idaho"	"16"	"2022 "	"2022"	"53 years"	"53"	102	0.1%
	"Idaho"	"16"	"2022 "	"2022"	"54 years"	"54"	111	0.1%
	"Idaho"	"16"	"2022 "	"2022"	"55 years"	"55"	128	0.2%
	"Idaho"	"16"	"2022 "	"2022"	"56 years"	"56"	126	0.2%
	"Idaho"	"16"	"2022 "	"2022"	"57 years"	"57"	151	0.2%
	"Idaho"	"16"	"2022 "	"2022"	"58 years"	"58"	160	0.2%
	"Idaho"	"16"	"2022 "	"2022"	"59 years"	"59"	177	0.2%
	"Idaho"	"16"	"2022 "	"2022"	"60 years"	"60"	210	0.3%
	"Idaho"	"16"	"2022 "	"2022"	"61 years"	"61"	196	0.2%
	"Idaho"	"16"	"2022 "	"2022"	"62 years"	"62"	229	0.3%
	"Idaho"	"16"	"2022 "	"2022"	"63 years"	"63"	272	0.3%
	"Idaho"	"16"	"2022 "	"2022"	"64 years"	"64"	251	0.3%
	"Idaho"	"16"	"2022 "	"2022"	"65 years"	"65"	275	0.3%
	"Idaho"	"16"	"2022 "	"2022"	"66 years"	"66"	288	0.4%
	"Idaho"	"16"	"2022 "	"2022"	"67 years"	"67"	308	0.4%
	"Idaho"	"16"	"2022 "	"2022"	"68 years"	"68"	325	0.4%
	"Idaho"	"16"	"2022 "	"2022"	"69 years"	"69"	322	0.4%
	"Idaho"	"16"	"2022 "	"2022"	"70 years"	"70"	362	0.4%
	"Idaho"	"16"	"2022 "	"2022"	"71 years"	"71"	387	0.5%
	"Idaho"	"16"	"2022 "	"2022"	"72 years"	"72"	361	0.4%
	"Idaho"	"16"	"2022 "	"2022"	"73 years"	"73"	415	0.5%
	"Idaho"	"16"	"2022 "	"2022"	"74 years"	"74"	428	0.5%
	"Idaho"	"16"	"2022 "	"2022"	"75 years"	"75"	507	0.6%
	"Idaho"	"16"	"2022 "	"2022"	"76 years"	"76"	446	0.6%
	"Idaho"	"16"	"2022 "	"2022"	"77 years"	"77"	456	0.6%
	"Idaho"	"16"	"2022 "	"2022"	"78 years"	"78"	471	0.6%
	"Idaho"	"16"	"2022 "	"2022"	"79 years"	"79"	466	0.6%
	"Idaho"	"16"	"2022 "	"2022"	"80 years"	"80"	489	0.6%
	"Idaho"	"16"	"2022 "	"2022"	"81 years"	"81"	485	0.6%
	"Idaho"	"16"	"2022 "	"2022"	"82 years"	"82"	423	0.5%
	"Idaho"	"16"	"2022 "	"2022"	"83 years"	"83"	529	0.7%
	"Idaho"	"16"	"2022 "	"2022"	"84 years"	"84"	476	0.6%
	"Idaho"	"16"	"2022 "	"2022"	"85 years"	"85"	504	0.6%
	"Idaho"	"16"	"2022 "	"2022"	"86 years"	"86"	445	0.6%
	"Idaho"	"16"	"2022 "	"2022"	"87 years"	"87"	472	0.6%
	"Idaho"	"16"	"2022 "	"2022"	"88 years"	"88"	468	0.6%
	"Idaho"	"16"	"2022 "	"2022"	"89 years"	"89"	416	0.5%
	"Idaho"	"16"	"2022 "	"2022"	"90 years"	"90"	431	0.5%
	"Idaho"	"16"	"2022 "	"2022"	"91 years"	"91"	389	0.5%
	"Idaho"	"16"	"2022 "	"2022"	"92 years"	"92"	354	0.4%
	"Idaho"	"16"	"2022 "	"2022"	"93 years"	"93"	332	0.4%
	"Idaho"	"16"	"2022 "	"2022"	"94 years"	"94"	260	0.3%
	"Idaho"	"16"	"2022 "	"2022"	"95 years"	"95"	231	0.3%
	"Idaho"	"16"	"2022 "	"2022"	"96 years"	"96"	208	0.3%
	"Idaho"	"16"	"2022 "	"2022"	"97 years"	"97"	162	0.2%
	"Idaho"	"16"	"2022 "	"2022"	"98 years"	"98"	100	0.1%
	"Idaho"	"16"	"2022 "	"2022"	"99 years"	"99"	75	0.1%
	"Idaho"	"16"	"2022 "	"2022"	"100+ years"	"100"	139	0.2%
	"Idaho"	"16"	"2022 "	"2022"	"Not Stated"	"NS"	0	0.0%
"---"
"Dataset: Multiple Cause of Death, 2018-2022, Single Race"
"Query Parameters:"
"Title: Final mortality 2018-2022 by county and five year age groups"
"States: Idaho (16)"
"Group By: State; Year; Single-Year Ages"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/mcd-expanded.html for more information."
"---"
"Query Date: Aug 12, 2024 12:16:17 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Mortality 2018-2022 on CDC WONDER Online Database, released in 2024. Data are from the Multiple Cause of Death Files,"
"2018-2022, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative"
"Program. Accessed at http://wonder.cdc.gov/mcd-icd10-expanded.html on Aug 12, 2024 12:16:17 PM"
"---"
Messages:
"1. Population and Rates are not available when values are selected for Single-Year Ages or Ten-Year Age Groups in section 3 or"
"they appear in Group Results By list in section 1, and county level locations, including urbanization categories and US-Mexico"
"Border areas, are selected in section 2, or when County, US-Mexico Border areas, or Urbanization appears in the Group Results By"
"list in section 1. Population, Rates and related measures have been removed from the results. More information#"
"---"
Caveats:
"1. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/mcd-expanded.html#Assurance of Confidentiality."
"2. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/mcd-expanded.html#Not Stated."
"3. The population figures for years 2022 and later are single-race estimates of the July 1 resident population, from the Vintage"
"2022 postcensal series released by the Census Bureau on June 22, 2023. The 2022 series is based on the Modified Blended Base"
"produced by the US Census Bureau in lieu of the April 1, 2020 decennial population count. The Modified Blended Base consists of"
"the blend of Vintage 2020 postcensal population estimates for April 1, 2020, 2020 Demographic Analysis Estimates, and 2020"
"Census data from the internal Census Edited File (CEF). The population figures for year 2021 are single-race estimates of the"
"July 1 resident population, based on the Blended Base produced by the US Census Bureau in lieu of the April 1, 2020 decennial"
"population count, from the Vintage 2021 postcensal series released by the Census Bureau on June 30, 2022. The population figures"
"for year 2020 are single-race estimates of the July 1 resident population, from the Vintage 2020 postcensal series based on"
"April 2010 Census, released by the Census Bureau on July 27, 2021. The population figures for year 2019 are single-race"
"estimates of the July 1 resident population, from the Vintage 2019 postcensal series based on April 2010 Census, released by the"
"Census Bureau on June 25, 2020. The population figures for year 2018 are single-race estimates of the July 1 resident"
"population, from the Vintage 2018 postcensal series based on April 2010 Census, released by the Census Bureau on June 20, 2019."
"More information: http://wonder.cdc.gov/wonder/help/mcd-expanded.html#Population Data."
"4. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/mcd-expanded.html#Age"
"Group."
