"Notes"	"Residence State"	"Residence State Code"	"Year"	"Year Code"	"Single-Year Ages"	"Single-Year Ages Code"	Deaths	% of Total Deaths
	"Idaho"	"16"	"2021"	"2021"	"42 years"	"42"	63	0.1%
	"Idaho"	"16"	"2021"	"2021"	"43 years"	"43"	71	0.1%
	"Idaho"	"16"	"2021"	"2021"	"44 years"	"44"	57	0.1%
	"Idaho"	"16"	"2021"	"2021"	"45 years"	"45"	68	0.1%
	"Idaho"	"16"	"2021"	"2021"	"46 years"	"46"	64	0.1%
	"Idaho"	"16"	"2021"	"2021"	"47 years"	"47"	68	0.1%
	"Idaho"	"16"	"2021"	"2021"	"48 years"	"48"	91	0.1%
	"Idaho"	"16"	"2021"	"2021"	"49 years"	"49"	103	0.1%
	"Idaho"	"16"	"2021"	"2021"	"50 years"	"50"	102	0.1%
	"Idaho"	"16"	"2021"	"2021"	"51 years"	"51"	136	0.1%
	"Idaho"	"16"	"2021"	"2021"	"52 years"	"52"	119	0.1%
	"Idaho"	"16"	"2021"	"2021"	"53 years"	"53"	110	0.1%
	"Idaho"	"16"	"2021"	"2021"	"54 years"	"54"	126	0.1%
	"Idaho"	"16"	"2021"	"2021"	"55 years"	"55"	151	0.1%
	"Idaho"	"16"	"2021"	"2021"	"56 years"	"56"	164	0.2%
	"Idaho"	"16"	"2021"	"2021"	"57 years"	"57"	163	0.2%
	"Idaho"	"16"	"2021"	"2021"	"58 years"	"58"	193	0.2%
	"Idaho"	"16"	"2021"	"2021"	"59 years"	"59"	218	0.2%
	"Idaho"	"16"	"2021"	"2021"	"60 years"	"60"	238	0.2%
	"Idaho"	"16"	"2021"	"2021"	"61 years"	"61"	265	0.2%
	"Idaho"	"16"	"2021"	"2021"	"62 years"	"62"	293	0.3%
	"Idaho"	"16"	"2021"	"2021"	"63 years"	"63"	283	0.3%
	"Idaho"	"16"	"2021"	"2021"	"64 years"	"64"	310	0.3%
	"Idaho"	"16"	"2021"	"2021"	"65 years"	"65"	311	0.3%
	"Idaho"	"16"	"2021"	"2021"	"66 years"	"66"	296	0.3%
	"Idaho"	"16"	"2021"	"2021"	"67 years"	"67"	334	0.3%
	"Idaho"	"16"	"2021"	"2021"	"68 years"	"68"	370	0.3%
	"Idaho"	"16"	"2021"	"2021"	"69 years"	"69"	407	0.4%
	"Idaho"	"16"	"2021"	"2021"	"70 years"	"70"	381	0.4%
	"Idaho"	"16"	"2021"	"2021"	"71 years"	"71"	419	0.4%
	"Idaho"	"16"	"2021"	"2021"	"72 years"	"72"	399	0.4%
	"Idaho"	"16"	"2021"	"2021"	"73 years"	"73"	438	0.4%
	"Idaho"	"16"	"2021"	"2021"	"74 years"	"74"	535	0.5%
	"Idaho"	"16"	"2021"	"2021"	"75 years"	"75"	426	0.4%
	"Idaho"	"16"	"2021"	"2021"	"76 years"	"76"	400	0.4%
	"Idaho"	"16"	"2021"	"2021"	"77 years"	"77"	424	0.4%
	"Idaho"	"16"	"2021"	"2021"	"78 years"	"78"	547	0.5%
	"Idaho"	"16"	"2021"	"2021"	"79 years"	"79"	506	0.5%
	"Idaho"	"16"	"2021"	"2021"	"80 years"	"80"	453	0.4%
	"Idaho"	"16"	"2021"	"2021"	"81 years"	"81"	506	0.5%
	"Idaho"	"16"	"2021"	"2021"	"82 years"	"82"	483	0.5%
	"Idaho"	"16"	"2021"	"2021"	"83 years"	"83"	490	0.5%
	"Idaho"	"16"	"2021"	"2021"	"84 years"	"84"	485	0.5%
	"Idaho"	"16"	"2021"	"2021"	"85 years"	"85"	441	0.4%
	"Idaho"	"16"	"2021"	"2021"	"86 years"	"86"	494	0.5%
	"Idaho"	"16"	"2021"	"2021"	"87 years"	"87"	451	0.4%
	"Idaho"	"16"	"2021"	"2021"	"88 years"	"88"	473	0.4%
	"Idaho"	"16"	"2021"	"2021"	"89 years"	"89"	451	0.4%
	"Idaho"	"16"	"2021"	"2021"	"90 years"	"90"	430	0.4%
	"Idaho"	"16"	"2021"	"2021"	"91 years"	"91"	438	0.4%
	"Idaho"	"16"	"2021"	"2021"	"92 years"	"92"	356	0.3%
	"Idaho"	"16"	"2021"	"2021"	"93 years"	"93"	341	0.3%
	"Idaho"	"16"	"2021"	"2021"	"94 years"	"94"	312	0.3%
	"Idaho"	"16"	"2021"	"2021"	"95 years"	"95"	247	0.2%
	"Idaho"	"16"	"2021"	"2021"	"96 years"	"96"	203	0.2%
	"Idaho"	"16"	"2021"	"2021"	"97 years"	"97"	148	0.1%
	"Idaho"	"16"	"2021"	"2021"	"98 years"	"98"	103	0.1%
	"Idaho"	"16"	"2021"	"2021"	"99 years"	"99"	87	0.1%
	"Idaho"	"16"	"2021"	"2021"	"100+ years"	"100"	141	0.1%
	"Idaho"	"16"	"2021"	"2021"	"Not Stated"	"NS"	0	0.0%
	"Idaho"	"16"	"2022"	"2022"	"< 1 year"	"0"	117	0.1%
	"Idaho"	"16"	"2022"	"2022"	"1 year"	"1"	Suppressed	Suppressed
	"Idaho"	"16"	"2022"	"2022"	"2 years"	"2"	Suppressed	Suppressed
	"Idaho"	"16"	"2022"	"2022"	"3 years"	"3"	Suppressed	Suppressed
	"Idaho"	"16"	"2022"	"2022"	"4 years"	"4"	Suppressed	Suppressed
	"Idaho"	"16"	"2022"	"2022"	"5 years"	"5"	Suppressed	Suppressed
	"Idaho"	"16"	"2022"	"2022"	"6 years"	"6"	Suppressed	Suppressed
	"Idaho"	"16"	"2022"	"2022"	"7 years"	"7"	Suppressed	Suppressed
	"Idaho"	"16"	"2022"	"2022"	"8 years"	"8"	Suppressed	Suppressed
	"Idaho"	"16"	"2022"	"2022"	"9 years"	"9"	Suppressed	Suppressed
	"Idaho"	"16"	"2022"	"2022"	"10 years"	"10"	Suppressed	Suppressed
	"Idaho"	"16"	"2022"	"2022"	"11 years"	"11"	Suppressed	Suppressed
	"Idaho"	"16"	"2022"	"2022"	"12 years"	"12"	Suppressed	Suppressed
	"Idaho"	"16"	"2022"	"2022"	"13 years"	"13"	Suppressed	Suppressed
	"Idaho"	"16"	"2022"	"2022"	"14 years"	"14"	15	0.0%
	"Idaho"	"16"	"2022"	"2022"	"15 years"	"15"	15	0.0%
	"Idaho"	"16"	"2022"	"2022"	"16 years"	"16"	14	0.0%
	"Idaho"	"16"	"2022"	"2022"	"17 years"	"17"	Suppressed	Suppressed
	"Idaho"	"16"	"2022"	"2022"	"18 years"	"18"	13	0.0%
	"Idaho"	"16"	"2022"	"2022"	"19 years"	"19"	22	0.0%
	"Idaho"	"16"	"2022"	"2022"	"20 years"	"20"	24	0.0%
	"Idaho"	"16"	"2022"	"2022"	"21 years"	"21"	19	0.0%
	"Idaho"	"16"	"2022"	"2022"	"22 years"	"22"	23	0.0%
	"Idaho"	"16"	"2022"	"2022"	"23 years"	"23"	29	0.0%
	"Idaho"	"16"	"2022"	"2022"	"24 years"	"24"	29	0.0%
	"Idaho"	"16"	"2022"	"2022"	"25 years"	"25"	28	0.0%
	"Idaho"	"16"	"2022"	"2022"	"26 years"	"26"	33	0.0%
	"Idaho"	"16"	"2022"	"2022"	"27 years"	"27"	33	0.0%
	"Idaho"	"16"	"2022"	"2022"	"28 years"	"28"	43	0.0%
	"Idaho"	"16"	"2022"	"2022"	"29 years"	"29"	22	0.0%
	"Idaho"	"16"	"2022"	"2022"	"30 years"	"30"	35	0.0%
	"Idaho"	"16"	"2022"	"2022"	"31 years"	"31"	36	0.0%
	"Idaho"	"16"	"2022"	"2022"	"32 years"	"32"	32	0.0%
	"Idaho"	"16"	"2022"	"2022"	"33 years"	"33"	48	0.0%
	"Idaho"	"16"	"2022"	"2022"	"34 years"	"34"	44	0.0%
	"Idaho"	"16"	"2022"	"2022"	"35 years"	"35"	39	0.0%
	"Idaho"	"16"	"2022"	"2022"	"36 years"	"36"	36	0.0%
	"Idaho"	"16"	"2022"	"2022"	"37 years"	"37"	38	0.0%
	"Idaho"	"16"	"2022"	"2022"	"38 years"	"38"	44	0.0%
	"Idaho"	"16"	"2022"	"2022"	"39 years"	"39"	55	0.1%
	"Idaho"	"16"	"2022"	"2022"	"40 years"	"40"	51	0.0%
	"Idaho"	"16"	"2022"	"2022"	"41 years"	"41"	62	0.1%
	"Idaho"	"16"	"2022"	"2022"	"42 years"	"42"	51	0.0%
	"Idaho"	"16"	"2022"	"2022"	"43 years"	"43"	55	0.1%
	"Idaho"	"16"	"2022"	"2022"	"44 years"	"44"	52	0.0%
	"Idaho"	"16"	"2022"	"2022"	"45 years"	"45"	72	0.1%
	"Idaho"	"16"	"2022"	"2022"	"46 years"	"46"	62	0.1%
	"Idaho"	"16"	"2022"	"2022"	"47 years"	"47"	68	0.1%
	"Idaho"	"16"	"2022"	"2022"	"48 years"	"48"	70	0.1%
	"Idaho"	"16"	"2022"	"2022"	"49 years"	"49"	83	0.1%
	"Idaho"	"16"	"2022"	"2022"	"50 years"	"50"	79	0.1%
	"Idaho"	"16"	"2022"	"2022"	"51 years"	"51"	88	0.1%
	"Idaho"	"16"	"2022"	"2022"	"52 years"	"52"	112	0.1%
	"Idaho"	"16"	"2022"	"2022"	"53 years"	"53"	102	0.1%
	"Idaho"	"16"	"2022"	"2022"	"54 years"	"54"	111	0.1%
	"Idaho"	"16"	"2022"	"2022"	"55 years"	"55"	128	0.1%
	"Idaho"	"16"	"2022"	"2022"	"56 years"	"56"	126	0.1%
	"Idaho"	"16"	"2022"	"2022"	"57 years"	"57"	151	0.1%
	"Idaho"	"16"	"2022"	"2022"	"58 years"	"58"	160	0.2%
	"Idaho"	"16"	"2022"	"2022"	"59 years"	"59"	177	0.2%
	"Idaho"	"16"	"2022"	"2022"	"60 years"	"60"	210	0.2%
	"Idaho"	"16"	"2022"	"2022"	"61 years"	"61"	196	0.2%
	"Idaho"	"16"	"2022"	"2022"	"62 years"	"62"	229	0.2%
	"Idaho"	"16"	"2022"	"2022"	"63 years"	"63"	272	0.3%
	"Idaho"	"16"	"2022"	"2022"	"64 years"	"64"	251	0.2%
	"Idaho"	"16"	"2022"	"2022"	"65 years"	"65"	275	0.3%
	"Idaho"	"16"	"2022"	"2022"	"66 years"	"66"	288	0.3%
	"Idaho"	"16"	"2022"	"2022"	"67 years"	"67"	308	0.3%
	"Idaho"	"16"	"2022"	"2022"	"68 years"	"68"	325	0.3%
	"Idaho"	"16"	"2022"	"2022"	"69 years"	"69"	322	0.3%
	"Idaho"	"16"	"2022"	"2022"	"70 years"	"70"	362	0.3%
	"Idaho"	"16"	"2022"	"2022"	"71 years"	"71"	387	0.4%
	"Idaho"	"16"	"2022"	"2022"	"72 years"	"72"	361	0.3%
	"Idaho"	"16"	"2022"	"2022"	"73 years"	"73"	415	0.4%
	"Idaho"	"16"	"2022"	"2022"	"74 years"	"74"	428	0.4%
	"Idaho"	"16"	"2022"	"2022"	"75 years"	"75"	507	0.5%
	"Idaho"	"16"	"2022"	"2022"	"76 years"	"76"	446	0.4%
	"Idaho"	"16"	"2022"	"2022"	"77 years"	"77"	456	0.4%
	"Idaho"	"16"	"2022"	"2022"	"78 years"	"78"	471	0.4%
	"Idaho"	"16"	"2022"	"2022"	"79 years"	"79"	466	0.4%
	"Idaho"	"16"	"2022"	"2022"	"80 years"	"80"	489	0.5%
	"Idaho"	"16"	"2022"	"2022"	"81 years"	"81"	485	0.5%
	"Idaho"	"16"	"2022"	"2022"	"82 years"	"82"	423	0.4%
	"Idaho"	"16"	"2022"	"2022"	"83 years"	"83"	529	0.5%
	"Idaho"	"16"	"2022"	"2022"	"84 years"	"84"	476	0.4%
	"Idaho"	"16"	"2022"	"2022"	"85 years"	"85"	504	0.5%
	"Idaho"	"16"	"2022"	"2022"	"86 years"	"86"	445	0.4%
	"Idaho"	"16"	"2022"	"2022"	"87 years"	"87"	472	0.4%
	"Idaho"	"16"	"2022"	"2022"	"88 years"	"88"	468	0.4%
	"Idaho"	"16"	"2022"	"2022"	"89 years"	"89"	416	0.4%
	"Idaho"	"16"	"2022"	"2022"	"90 years"	"90"	431	0.4%
	"Idaho"	"16"	"2022"	"2022"	"91 years"	"91"	389	0.4%
	"Idaho"	"16"	"2022"	"2022"	"92 years"	"92"	354	0.3%
	"Idaho"	"16"	"2022"	"2022"	"93 years"	"93"	332	0.3%
	"Idaho"	"16"	"2022"	"2022"	"94 years"	"94"	260	0.2%
	"Idaho"	"16"	"2022"	"2022"	"95 years"	"95"	231	0.2%
	"Idaho"	"16"	"2022"	"2022"	"96 years"	"96"	208	0.2%
	"Idaho"	"16"	"2022"	"2022"	"97 years"	"97"	162	0.2%
	"Idaho"	"16"	"2022"	"2022"	"98 years"	"98"	100	0.1%
	"Idaho"	"16"	"2022"	"2022"	"99 years"	"99"	75	0.1%
	"Idaho"	"16"	"2022"	"2022"	"100+ years"	"100"	139	0.1%
	"Idaho"	"16"	"2022"	"2022"	"Not Stated"	"NS"	0	0.0%
	"Idaho"	"16"	"2023 (provisional)"	"2023"	"< 1 year"	"0"	100	0.1%
	"Idaho"	"16"	"2023 (provisional)"	"2023"	"1 year"	"1"	11	0.0%
	"Idaho"	"16"	"2023 (provisional)"	"2023"	"2 years"	"2"	10	0.0%
	"Idaho"	"16"	"2023 (provisional)"	"2023"	"3 years"	"3"	Suppressed	Suppressed
	"Idaho"	"16"	"2023 (provisional)"	"2023"	"4 years"	"4"	Suppressed	Suppressed
	"Idaho"	"16"	"2023 (provisional)"	"2023"	"5 years"	"5"	Suppressed	Suppressed
	"Idaho"	"16"	"2023 (provisional)"	"2023"	"6 years"	"6"	Suppressed	Suppressed
	"Idaho"	"16"	"2023 (provisional)"	"2023"	"7 years"	"7"	Suppressed	Suppressed
	"Idaho"	"16"	"2023 (provisional)"	"2023"	"8 years"	"8"	Suppressed	Suppressed
	"Idaho"	"16"	"2023 (provisional)"	"2023"	"9 years"	"9"	Suppressed	Suppressed
	"Idaho"	"16"	"2023 (provisional)"	"2023"	"10 years"	"10"	Suppressed	Suppressed
	"Idaho"	"16"	"2023 (provisional)"	"2023"	"11 years"	"11"	Suppressed	Suppressed
	"Idaho"	"16"	"2023 (provisional)"	"2023"	"12 years"	"12"	Suppressed	Suppressed
	"Idaho"	"16"	"2023 (provisional)"	"2023"	"13 years"	"13"	Suppressed	Suppressed
	"Idaho"	"16"	"2023 (provisional)"	"2023"	"14 years"	"14"	Suppressed	Suppressed
	"Idaho"	"16"	"2023 (provisional)"	"2023"	"15 years"	"15"	23	0.0%
	"Idaho"	"16"	"2023 (provisional)"	"2023"	"16 years"	"16"	19	0.0%
	"Idaho"	"16"	"2023 (provisional)"	"2023"	"17 years"	"17"	17	0.0%
	"Idaho"	"16"	"2023 (provisional)"	"2023"	"18 years"	"18"	11	0.0%
	"Idaho"	"16"	"2023 (provisional)"	"2023"	"19 years"	"19"	19	0.0%
	"Idaho"	"16"	"2023 (provisional)"	"2023"	"20 years"	"20"	22	0.0%
	"Idaho"	"16"	"2023 (provisional)"	"2023"	"21 years"	"21"	23	0.0%
	"Idaho"	"16"	"2023 (provisional)"	"2023"	"22 years"	"22"	34	0.0%
	"Idaho"	"16"	"2023 (provisional)"	"2023"	"23 years"	"23"	27	0.0%
	"Idaho"	"16"	"2023 (provisional)"	"2023"	"24 years"	"24"	28	0.0%
	"Idaho"	"16"	"2023 (provisional)"	"2023"	"25 years"	"25"	25	0.0%
	"Idaho"	"16"	"2023 (provisional)"	"2023"	"26 years"	"26"	29	0.0%
	"Idaho"	"16"	"2023 (provisional)"	"2023"	"27 years"	"27"	23	0.0%
	"Idaho"	"16"	"2023 (provisional)"	"2023"	"28 years"	"28"	30	0.0%
	"Idaho"	"16"	"2023 (provisional)"	"2023"	"29 years"	"29"	30	0.0%
	"Idaho"	"16"	"2023 (provisional)"	"2023"	"30 years"	"30"	39	0.0%
	"Idaho"	"16"	"2023 (provisional)"	"2023"	"31 years"	"31"	30	0.0%
	"Idaho"	"16"	"2023 (provisional)"	"2023"	"32 years"	"32"	41	0.0%
	"Idaho"	"16"	"2023 (provisional)"	"2023"	"33 years"	"33"	37	0.0%
	"Idaho"	"16"	"2023 (provisional)"	"2023"	"34 years"	"34"	47	0.0%
	"Idaho"	"16"	"2023 (provisional)"	"2023"	"35 years"	"35"	34	0.0%
	"Idaho"	"16"	"2023 (provisional)"	"2023"	"36 years"	"36"	44	0.0%
	"Idaho"	"16"	"2023 (provisional)"	"2023"	"37 years"	"37"	47	0.0%
	"Idaho"	"16"	"2023 (provisional)"	"2023"	"38 years"	"38"	49	0.0%
	"Idaho"	"16"	"2023 (provisional)"	"2023"	"39 years"	"39"	54	0.1%
	"Idaho"	"16"	"2023 (provisional)"	"2023"	"40 years"	"40"	75	0.1%
	"Idaho"	"16"	"2023 (provisional)"	"2023"	"41 years"	"41"	59	0.1%
	"Idaho"	"16"	"2023 (provisional)"	"2023"	"42 years"	"42"	58	0.1%
	"Idaho"	"16"	"2023 (provisional)"	"2023"	"43 years"	"43"	51	0.0%
	"Idaho"	"16"	"2023 (provisional)"	"2023"	"44 years"	"44"	67	0.1%
	"Idaho"	"16"	"2023 (provisional)"	"2023"	"45 years"	"45"	64	0.1%
	"Idaho"	"16"	"2023 (provisional)"	"2023"	"46 years"	"46"	58	0.1%
	"Idaho"	"16"	"2023 (provisional)"	"2023"	"47 years"	"47"	70	0.1%
	"Idaho"	"16"	"2023 (provisional)"	"2023"	"48 years"	"48"	71	0.1%
	"Idaho"	"16"	"2023 (provisional)"	"2023"	"49 years"	"49"	56	0.1%
	"Idaho"	"16"	"2023 (provisional)"	"2023"	"50 years"	"50"	62	0.1%
	"Idaho"	"16"	"2023 (provisional)"	"2023"	"51 years"	"51"	85	0.1%
	"Idaho"	"16"	"2023 (provisional)"	"2023"	"52 years"	"52"	84	0.1%
	"Idaho"	"16"	"2023 (provisional)"	"2023"	"53 years"	"53"	87	0.1%
	"Idaho"	"16"	"2023 (provisional)"	"2023"	"54 years"	"54"	91	0.1%
	"Idaho"	"16"	"2023 (provisional)"	"2023"	"55 years"	"55"	105	0.1%
	"Idaho"	"16"	"2023 (provisional)"	"2023"	"56 years"	"56"	134	0.1%
	"Idaho"	"16"	"2023 (provisional)"	"2023"	"57 years"	"57"	135	0.1%
	"Idaho"	"16"	"2023 (provisional)"	"2023"	"58 years"	"58"	155	0.1%
	"Idaho"	"16"	"2023 (provisional)"	"2023"	"59 years"	"59"	170	0.2%
	"Idaho"	"16"	"2023 (provisional)"	"2023"	"60 years"	"60"	163	0.2%
	"Idaho"	"16"	"2023 (provisional)"	"2023"	"61 years"	"61"	173	0.2%
	"Idaho"	"16"	"2023 (provisional)"	"2023"	"62 years"	"62"	213	0.2%
	"Idaho"	"16"	"2023 (provisional)"	"2023"	"63 years"	"63"	225	0.2%
	"Idaho"	"16"	"2023 (provisional)"	"2023"	"64 years"	"64"	248	0.2%
	"Idaho"	"16"	"2023 (provisional)"	"2023"	"65 years"	"65"	267	0.3%
	"Idaho"	"16"	"2023 (provisional)"	"2023"	"66 years"	"66"	284	0.3%
	"Idaho"	"16"	"2023 (provisional)"	"2023"	"67 years"	"67"	305	0.3%
	"Idaho"	"16"	"2023 (provisional)"	"2023"	"68 years"	"68"	305	0.3%
	"Idaho"	"16"	"2023 (provisional)"	"2023"	"69 years"	"69"	339	0.3%
	"Idaho"	"16"	"2023 (provisional)"	"2023"	"70 years"	"70"	353	0.3%
	"Idaho"	"16"	"2023 (provisional)"	"2023"	"71 years"	"71"	363	0.3%
	"Idaho"	"16"	"2023 (provisional)"	"2023"	"72 years"	"72"	361	0.3%
	"Idaho"	"16"	"2023 (provisional)"	"2023"	"73 years"	"73"	371	0.3%
	"Idaho"	"16"	"2023 (provisional)"	"2023"	"74 years"	"74"	411	0.4%
	"Idaho"	"16"	"2023 (provisional)"	"2023"	"75 years"	"75"	453	0.4%
	"Idaho"	"16"	"2023 (provisional)"	"2023"	"76 years"	"76"	493	0.5%
	"Idaho"	"16"	"2023 (provisional)"	"2023"	"77 years"	"77"	400	0.4%
	"Idaho"	"16"	"2023 (provisional)"	"2023"	"78 years"	"78"	398	0.4%
	"Idaho"	"16"	"2023 (provisional)"	"2023"	"79 years"	"79"	477	0.4%
	"Idaho"	"16"	"2023 (provisional)"	"2023"	"80 years"	"80"	513	0.5%
	"Idaho"	"16"	"2023 (provisional)"	"2023"	"81 years"	"81"	470	0.4%
	"Idaho"	"16"	"2023 (provisional)"	"2023"	"82 years"	"82"	489	0.5%
	"Idaho"	"16"	"2023 (provisional)"	"2023"	"83 years"	"83"	474	0.4%
	"Idaho"	"16"	"2023 (provisional)"	"2023"	"84 years"	"84"	496	0.5%
	"Idaho"	"16"	"2023 (provisional)"	"2023"	"85 years"	"85"	480	0.5%
	"Idaho"	"16"	"2023 (provisional)"	"2023"	"86 years"	"86"	419	0.4%
	"Idaho"	"16"	"2023 (provisional)"	"2023"	"87 years"	"87"	466	0.4%
	"Idaho"	"16"	"2023 (provisional)"	"2023"	"88 years"	"88"	444	0.4%
	"Idaho"	"16"	"2023 (provisional)"	"2023"	"89 years"	"89"	420	0.4%
	"Idaho"	"16"	"2023 (provisional)"	"2023"	"90 years"	"90"	414	0.4%
	"Idaho"	"16"	"2023 (provisional)"	"2023"	"91 years"	"91"	356	0.3%
	"Idaho"	"16"	"2023 (provisional)"	"2023"	"92 years"	"92"	368	0.3%
	"Idaho"	"16"	"2023 (provisional)"	"2023"	"93 years"	"93"	276	0.3%
	"Idaho"	"16"	"2023 (provisional)"	"2023"	"94 years"	"94"	231	0.2%
	"Idaho"	"16"	"2023 (provisional)"	"2023"	"95 years"	"95"	243	0.2%
	"Idaho"	"16"	"2023 (provisional)"	"2023"	"96 years"	"96"	183	0.2%
	"Idaho"	"16"	"2023 (provisional)"	"2023"	"97 years"	"97"	129	0.1%
	"Idaho"	"16"	"2023 (provisional)"	"2023"	"98 years"	"98"	98	0.1%
	"Idaho"	"16"	"2023 (provisional)"	"2023"	"99 years"	"99"	84	0.1%
	"Idaho"	"16"	"2023 (provisional)"	"2023"	"100+ years"	"100"	133	0.1%
	"Idaho"	"16"	"2023 (provisional)"	"2023"	"Not Stated"	"NS"	0	0.0%
	"Idaho"	"16"	"2024 (provisional and partial)"	"2024"	"< 1 year"	"0"	53	0.0%
	"Idaho"	"16"	"2024 (provisional and partial)"	"2024"	"1 year"	"1"	Suppressed	Suppressed
	"Idaho"	"16"	"2024 (provisional and partial)"	"2024"	"2 years"	"2"	Suppressed	Suppressed
	"Idaho"	"16"	"2024 (provisional and partial)"	"2024"	"3 years"	"3"	Suppressed	Suppressed
	"Idaho"	"16"	"2024 (provisional and partial)"	"2024"	"4 years"	"4"	Suppressed	Suppressed
	"Idaho"	"16"	"2024 (provisional and partial)"	"2024"	"5 years"	"5"	Suppressed	Suppressed
	"Idaho"	"16"	"2024 (provisional and partial)"	"2024"	"6 years"	"6"	Suppressed	Suppressed
	"Idaho"	"16"	"2024 (provisional and partial)"	"2024"	"7 years"	"7"	Suppressed	Suppressed
	"Idaho"	"16"	"2024 (provisional and partial)"	"2024"	"8 years"	"8"	0	0.0%
	"Idaho"	"16"	"2024 (provisional and partial)"	"2024"	"9 years"	"9"	Suppressed	Suppressed
	"Idaho"	"16"	"2024 (provisional and partial)"	"2024"	"10 years"	"10"	0	0.0%
	"Idaho"	"16"	"2024 (provisional and partial)"	"2024"	"11 years"	"11"	Suppressed	Suppressed
	"Idaho"	"16"	"2024 (provisional and partial)"	"2024"	"12 years"	"12"	Suppressed	Suppressed
	"Idaho"	"16"	"2024 (provisional and partial)"	"2024"	"13 years"	"13"	Suppressed	Suppressed
	"Idaho"	"16"	"2024 (provisional and partial)"	"2024"	"14 years"	"14"	Suppressed	Suppressed
	"Idaho"	"16"	"2024 (provisional and partial)"	"2024"	"15 years"	"15"	Suppressed	Suppressed
	"Idaho"	"16"	"2024 (provisional and partial)"	"2024"	"16 years"	"16"	Suppressed	Suppressed
	"Idaho"	"16"	"2024 (provisional and partial)"	"2024"	"17 years"	"17"	Suppressed	Suppressed
	"Idaho"	"16"	"2024 (provisional and partial)"	"2024"	"18 years"	"18"	Suppressed	Suppressed
	"Idaho"	"16"	"2024 (provisional and partial)"	"2024"	"19 years"	"19"	Suppressed	Suppressed
	"Idaho"	"16"	"2024 (provisional and partial)"	"2024"	"20 years"	"20"	17	0.0%
	"Idaho"	"16"	"2024 (provisional and partial)"	"2024"	"21 years"	"21"	14	0.0%
	"Idaho"	"16"	"2024 (provisional and partial)"	"2024"	"22 years"	"22"	Suppressed	Suppressed
	"Idaho"	"16"	"2024 (provisional and partial)"	"2024"	"23 years"	"23"	15	0.0%
	"Idaho"	"16"	"2024 (provisional and partial)"	"2024"	"24 years"	"24"	13	0.0%
	"Idaho"	"16"	"2024 (provisional and partial)"	"2024"	"25 years"	"25"	10	0.0%
	"Idaho"	"16"	"2024 (provisional and partial)"	"2024"	"26 years"	"26"	12	0.0%
	"Idaho"	"16"	"2024 (provisional and partial)"	"2024"	"27 years"	"27"	15	0.0%
	"Idaho"	"16"	"2024 (provisional and partial)"	"2024"	"28 years"	"28"	11	0.0%
	"Idaho"	"16"	"2024 (provisional and partial)"	"2024"	"29 years"	"29"	11	0.0%
	"Idaho"	"16"	"2024 (provisional and partial)"	"2024"	"30 years"	"30"	18	0.0%
	"Idaho"	"16"	"2024 (provisional and partial)"	"2024"	"31 years"	"31"	18	0.0%
	"Idaho"	"16"	"2024 (provisional and partial)"	"2024"	"32 years"	"32"	22	0.0%
	"Idaho"	"16"	"2024 (provisional and partial)"	"2024"	"33 years"	"33"	19	0.0%
	"Idaho"	"16"	"2024 (provisional and partial)"	"2024"	"34 years"	"34"	20	0.0%
	"Idaho"	"16"	"2024 (provisional and partial)"	"2024"	"35 years"	"35"	24	0.0%
	"Idaho"	"16"	"2024 (provisional and partial)"	"2024"	"36 years"	"36"	29	0.0%
	"Idaho"	"16"	"2024 (provisional and partial)"	"2024"	"37 years"	"37"	21	0.0%
	"Idaho"	"16"	"2024 (provisional and partial)"	"2024"	"38 years"	"38"	20	0.0%
	"Idaho"	"16"	"2024 (provisional and partial)"	"2024"	"39 years"	"39"	21	0.0%
	"Idaho"	"16"	"2024 (provisional and partial)"	"2024"	"40 years"	"40"	25	0.0%
	"Idaho"	"16"	"2024 (provisional and partial)"	"2024"	"41 years"	"41"	23	0.0%
	"Idaho"	"16"	"2024 (provisional and partial)"	"2024"	"42 years"	"42"	32	0.0%
	"Idaho"	"16"	"2024 (provisional and partial)"	"2024"	"43 years"	"43"	31	0.0%
	"Idaho"	"16"	"2024 (provisional and partial)"	"2024"	"44 years"	"44"	30	0.0%
	"Idaho"	"16"	"2024 (provisional and partial)"	"2024"	"45 years"	"45"	35	0.0%
	"Idaho"	"16"	"2024 (provisional and partial)"	"2024"	"46 years"	"46"	28	0.0%
	"Idaho"	"16"	"2024 (provisional and partial)"	"2024"	"47 years"	"47"	31	0.0%
	"Idaho"	"16"	"2024 (provisional and partial)"	"2024"	"48 years"	"48"	28	0.0%
	"Idaho"	"16"	"2024 (provisional and partial)"	"2024"	"49 years"	"49"	36	0.0%
	"Idaho"	"16"	"2024 (provisional and partial)"	"2024"	"50 years"	"50"	38	0.0%
	"Idaho"	"16"	"2024 (provisional and partial)"	"2024"	"51 years"	"51"	41	0.0%
	"Idaho"	"16"	"2024 (provisional and partial)"	"2024"	"52 years"	"52"	51	0.0%
	"Idaho"	"16"	"2024 (provisional and partial)"	"2024"	"53 years"	"53"	48	0.0%
	"Idaho"	"16"	"2024 (provisional and partial)"	"2024"	"54 years"	"54"	65	0.1%
	"Idaho"	"16"	"2024 (provisional and partial)"	"2024"	"55 years"	"55"	59	0.1%
	"Idaho"	"16"	"2024 (provisional and partial)"	"2024"	"56 years"	"56"	69	0.1%
